N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
SID_17,Crime 2,,0,,2,0,2,0,154.23742017,2,4,149.88066826,7,No,0,5.5555555556,0,0.027173913,5.3547523427,200.00002,0,3,7,,0,0,,0,1,,0.0292654375,49.656670675,No,7.6600837822,1,,4.897118769,51.493907528,0,26
SID_18,Crime 2,47.380453194,0,,2,0,9,3,63.679930624,1,0,234.84486874,9,Yes,0,0,266.66666667,0.0217391304,,80.000008,0,1,5,317.14537417,30,72.674865271,0,0,0,16.215292506,0.9052331923,31.662730836,No,,1,0,75.738393689,55.127691537,0,13
SID_19,Crime 2,923.91883728,0,,4,0,1,7,75.118507139,2,4,315.99045346,1,No,0,0,0,0,,280.000028,0,2,3,823.18113636,30,96.619690574,,1,2,19.313316881,2.2712307447,632.56127225,Yes,,2,0,506.74049444,54.286570042,0,
SID_20,Crime 2,47.380453194,0,,5,0,5,7,63.116644785,2,1,256.80190931,6,No,0,5.5555555556,0,0.0217391304,0.4462293619,160.000016,0,1,5,359.05046865,30,21.825037206,0,0,0,19.698906683,0.3671482161,180.0054312,Yes,0.6383403152,1,0,51.197150767,54.371557336,200.76809004,6
SID_21,Crime 2,,0,,2,0,2,5,139.65299359,4,6,76.372315036,0,No,0,0,0,0.0217391304,,104.0000104,0,1,8,323.49463091,0,0,0,0,1,22.652405659,5.5316111067,0,No,,0,0,555.37778767,55.022533801,0,0
SID_22,Crime 1,1039.8114258,0,,3,0,1,9,13.719863922,1,1,227.20763723,10,No,1,33.333333333,0,0.0043478261,,120.000012,0,0,5,322.85970524,30,49.545343083,0,2,1,21.503521654,5.2692752813,205.92330785,No,,2,1,587.82119952,54.972458688,94.300163504,4
SID_23,Crime 1,14.214135958,,,2,0,5,4,17.153986898,2,6,,17,No,,0,,,,192.0000192,,2,9,,30,,,0,0,,,0,No,,0,0,,,,18
SID_24,Crime 2,380.46503915,0,,0,0,3,9,95.608547423,2,2,267.30310263,0,No,0,5.5555555556,200,0.0217391304,25.46184739,260.000026,0,2,9,435.24154954,30,48.454091222,0,1,3,15.374420118,1.3071008593,77.159334686,No,,0,0,273.40391491,53.834752128,223.58264573,2
SID_25,Crime 2,,,,5,0,3,9,83.051658064,2,4,19.093078759,2,No,,0,,,,62.40000624,,1,14,,0,,,0,,,,0,No,,0,,,,,14
SID_26,Crime 2,2.3690226597,,2272.4429199,5,2,4,11,78.390232872,2,0,108.83054893,9,No,0,5.5555555556,0,0.0326086957,,80.000008,0,3,6,,0,0,1,1,1,,,368.8262421,Yes,,1,0,,,0,3
SID_27,Crime 1,591.30805586,0,,1,0,1,0,27.305904779,4,5,105.01193317,2,No,0,16.666666667,0,0.0144927536,,400.00004,1,1,4,317.14537417,0,7.1119517792,0,1,1,22.452715647,0.681872601,936.87346216,No,,0,0,209.18488015,55.753630446,118.63568957,6
SID_28,Crime 1,,,,6,0,4,1,105.81882266,0,1,185.20286396,2,No,0,0,0,0.0217391304,,76.80000768,0,1,10,,0,0,,,,,,0,Yes,,2,,,,0,34
SID_29,Crime 1,186.82112694,0,,3,0,2,5,56.172572773,0,1,90.692124105,1,No,0,11.111111111,149.06666667,0.0310559006,,75.0000075,0,0,5,317.14537417,0,32.461607063,,0,1,23.084070894,1.8065913168,315.76888187,No,20.17864663,0,0,159.65720169,55.117676515,205.33100118,36
SID_30,Crime 2,123.56822193,0,,5,0,3,5,17.379282026,1,1,188.06682578,15,No,0,5.5555555556,0,0.027173913,,128.0000128,0,0,20,317.14537417,0,0.740044365,0,0,1,22.879597888,0.4788889776,98.653013283,No,0,1,0,56.094269536,55.072608913,54.754933648,4
SID_31,Crime 2,120.82015564,0,,2,0,1,4,29.161447659,2,1,272.07637232,2,Yes,0,0,0,0.0144927536,0,88.0000088,0,4,5,,30,23.606160932,,0,,,0.5057017719,256.53745422,No,12.73018022,2,,45.131401383,51.875034774,120.15665995,3
SID_32,Crime 1,,,,5,,2,7,62.497771784,1,0,,8,No,,,,,,24.0000024,,2,2,,,,,,,,,,Yes,,2,,,,,
SID_33,Crime 1,1451.0263791,0,2433.0929678,7,0,3,9,81.402825773,3,4,173.74701671,2,No,1,16.666666667,1333.3333333,0.0158102767,,252.0000252,0,2,4,337.1455329,0,177.12146574,0,3,1,14.272881624,2.2257950596,507.49513627,No,,3,3,453.15043337,54.611917877,101.9050154,14
SID_34,Crime 2,,,,5,,5,0,54.674350828,1,5,,9,Yes,,,,,,4.80000048,,1,5,,,,,,,,,,No,,4,,,,,2
SID_35,Crime 1,2970.9913175,0,,2,0,4,1,30.638478866,1,2,372.3150358,5,No,0,0,13760,0.0130434783,,3600.00036,0,4,18,1460.0115874,30,1352.5878662,,1,3,2.5984501384,0.1969496702,2018.8870336,No,,2,0,499.8400089,51.090922097,0,0
SID_36,Crime 2,1364.557052,0,,2,0,1,11,93.138232545,2,1,235.79952267,4,No,0,0,0,0,,49.728004973,0,1,8,819.37158231,30,46.083440629,,1,5,10.46670837,10.019550648,433.70347473,No,,1,0,626.83120244,53.448172258,127.76151184,
SID_37,Crime 2,1480.7813037,0,,4,0,2,9,47.310878176,1,0,281.62291169,2,No,0,0,1733.3333333,0.0019762846,,128.0000128,0,2,5,1110.8024667,1,57.761089847,0,2,1,,0.1040443314,420.39786417,Yes,,2,0,14.134865538,51.121682524,0,0
SID_38,Crime 1,203.73594873,0,,4,0,1,2,25.723546583,4,3,162.29116945,8,Yes,0,11.111111111,0,0.0072463768,17.179830433,100.00001,0,3,2,373.33629632,0,18.526195375,,0,1,17.759754188,1.7804408059,38.860306772,No,24.576102134,0,0,173.79206722,54.047738274,47.150081752,17
SID_39,Crime 2,,,,8,,3,2,26.43866695,0,1,,9,No,,,,,,80.000008,,0,4,,,,,,,,,,No,,1,,,,,10
SID_40,Crime 2,2235.4571621,0,,5,0,1,3,14.292565641,0,1,188.06682578,9,No,2,22.222222222,0,0.0108695652,,224.0000224,0,1,5,317.14537417,0,208.45419157,0,4,3,19.059326135,4.4384905806,168.2515916,Yes,,1,2,1542.3141669,55.109330663,220.54070497,
SID_41,Crime 2,113.38142449,,,8,0,6,3,109.94359573,1,2,78.281622912,3,No,0,0,0,,,400.00004,,2,0,,0,0,,1,2,,,0,No,,1,0,0,,0,1
SID_42,Crime 1,47.380453194,0,,1,0,0,0,88.632635576,4,3,166.1097852,0,No,0,0,0,0.0108695652,6.4591700134,140.000014,0,5,2,401.90795165,30,33.226737677,0,0,2,20.17914405,2.5434325698,88.748092271,No,9.2399760622,1,0,319.20310522,54.6633676,167.3067417,3
SID_43,Crime 2,83.200075809,,,1,1,3,8,1.3098078103,0,5,85.918854415,9,No,0,0,0,0.0362318841,,90.000009,0,0,7,,0,0,,0,,,,0,Yes,,3,,,,0,17
SID_44,Crime 1,,,,2,0,6,2,224.1277308,2,2,252.02863962,1,No,0,0,0,0,,132.0000132,0,1,1,,30,0,,,,,,13.734823804,Yes,,2,,,,0,
SID_45,Crime 2,684.78969001,0,,2,0,3,2,13.361333277,3,4,127.92362768,6,No,0,11.111111111,0,0.0113043478,,235.06002351,2,1,13,336.19314439,0,37.616831368,0,3,1,20.173486006,1.5413959675,239.43495727,Yes,0,1,0,295.6078966,54.636955433,89.737252367,5
SID_46,Crime 2,1440.8395816,0,2445.2648757,1,0,3,7,223.79043453,2,1,261.575179,9,No,1,22.222222222,0,0.009057971,8.3668005355,392.0000392,0,3,6,317.14537417,30,187.1057931,0,2,4,18.838565584,3.8955918565,1055.8315635,No,4.7875523639,2,1,1173.3607869,55.046082637,0,2
SID_47,Crime 1,10935.977163,0,,0,0,0,2,94.172911973,1,6,330.31026253,1,No,0,0,1333.3333333,0.0134575569,0,240.000024,0,0,9,366.98703958,30,136.61971566,0,13,1,5.4786583263,1.4215591257,3984.7827397,No,0,3,7,277.5219466,51.237292832,2016.8067227,10
SID_48,Crime 2,125.46344006,,,4,0,1,12,34.77909355,1,0,,2,No,,0,,,,208.0000208,,2,2,,30,,,0,6,,,0,No,,2,0,,,,7
SID_49,Crime 2,714.54461462,1,2514.1712636,5,0,1,3,20.733977655,0,1,157.51789976,3,No,0,11.111111111,0,0.0054347826,,280.000028,0,2,10,317.14537417,1,42.195071932,,1,3,23.244187322,1.072761194,135.36725384,No,,1,0,239.34667984,55.643465198,118.63568957,0
SID_50,Crime 2,,,,1,0,3,1,81.309633541,0,1,,3,No,,0,,,,34.080003408,,2,10,,0,,,,,,,0,No,,2,,,,,
SID_51,Crime 2,119.96730749,0,2435.655186,1,0,2,1,39.28895523,1,1,172.79236277,4,No,1,22.222222222,26.666666667,0.0190217391,,230.000023,0,2,0,317.14537417,0,63.167176649,0,1,1,22.58424799,0.634971311,848.68664874,No,19.510915455,1,0,119.53421723,55.049240527,199.24711966,3
SID_52,Crime 2,,,,2,2,9,3,94.748342894,1,0,30.548926014,3,No,0,0,79.733333333,0.2173913043,,120.000012,0,3,12,,0,5.9203549203,0,0,0,,,11.720823198,No,,1,0,,,0,8
SID_53,Crime 2,47.380453194,,,2,0,2,2,106.60678756,0,2,105.01193317,6,No,0,0,0,0.0282608696,,500.00005,0,1,4,,0,8.6045836341,,0,1,,,0,Yes,,2,0,0,,0,34
SID_54,Crime 2,714.11819054,0,,1,0,8,4,83.285412969,3,0,154.65393795,2,No,1,16.666666667,66.666666667,0.0081521739,11.311914324,315.0000315,0,2,5,326.03433361,0,68.096624708,,3,3,17.173313646,0.3125144032,591.15870242,No,16.18192699,0,0,77.35221692,54.698714739,0,14
SID_55,Crime 2,,,,1,0,0,2,239.84369399,1,2,,4,No,,0,,,,100.00001,,1,10,,0,,,,,,,0,No,,2,,,,,2
SID_56,Crime 1,28.428271916,,,5,0,1,10,71.3505168,3,1,188.06682578,3,No,0,0,0,0.0054347826,,72.0000072,0,1,8,,29,0,0,0,0,,,0.6273116641,Yes,,1,0,0,,0,
SID_57,Crime 2,,,,2,,4,4,39.388496456,3,3,,6,No,,,,,,7.20000072,,1,4,,,,,,,,,,Yes,,3,,,,,
SID_58,Crime 2,,,,1,,5,2,99.306820575,1,2,,1,Yes,,,,,,128.0000128,,2,9,,,,,,,,,,Yes,,2,,,,,
SID_59,Crime 1,1202.3263803,1,,1,0,0,3,6.3622983179,2,0,212.88782816,2,No,2,22.222222222,0,0.0016722408,,176.0000176,0,1,3,523.49621822,0,100.50805927,,3,7,10.848853489,4.8435777145,318.9384566,No,,3,1,851.87606951,55.456714483,100.38404502,
SID_60,Crime 2,377.81173377,0,,9,0,8,7,117.17229432,0,1,169.92840095,1,No,0,5.5555555556,133.33333333,0.0059288538,,220.000022,0,4,6,1303.1849459,0,34.89497328,0,1,0,8.5846628433,0.628388293,244.15630296,Yes,,1,0,145.6336343,53.855783676,1072.2841173,2
SID_61,Crime 2,,,,3,0,1,6,93.169634991,1,7,92.601431981,3,No,0,0,0,,,192.0000192,,0,8,,0,0,,0,3,,,0,No,,1,0,,,0,3
SID_62,Crime 2,23.690226597,,,3,0,12,0,160.78313457,1,6,172.79236277,7,No,0,0,0,0,,225.0000225,0,3,1,337.78045858,0,0,,0,3,,0.1310167958,2.1460662193,No,,2,0,24.207348461,0,0,
SID_63,Crime 2,,,,3,0,5,5,100.10052166,6,6,103.1026253,4,No,0,0,0,0.0289855072,,140.000014,0,3,5,,0,0.815303114,0,0,0,,,17.432660982,Yes,,0,0,,,0,10
SID_64,Crime 2,379.04362555,0,,8,0,4,8,101.11855149,3,6,293.07875895,9,No,0,0,0,0.0027173913,0,220.000022,0,3,4,1097.4690275,30,253.27077659,,0,4,11.52907413,0.7803434494,805.03896348,Yes,0,2,0,141.45995353,52.570856284,2276.8926575,2
SID_65,Crime 2,1702.0480201,0,,2,0,4,2,126.51756201,3,0,195.70405728,1,No,0,22.222222222,453.33333333,0.0155279503,31.124497992,382.50003825,0,0,3,317.14537417,0,7.6011336476,0,2,4,13.930028483,3.154811016,116.25075628,No,27.235853448,1,0,987.10332642,55.274912369,0,26
SID_66,Crime 2,,,,6,0,4,0,11.145768846,0,2,59.188544153,10,No,0,0,0,0.0652173913,,180.000018,0,2,2,,0,0,,,,,,0,Yes,,2,,,,0,0
SID_67,Crime 2,758.0872511,0,,1,0,8,1,27.970009235,0,3,261.575179,0,No,0,0,0,0.0024154589,,300.00003,0,0,4,634.60821118,30,43.838221285,,0,1,15.055097523,1.6075645678,367.17542193,Yes,,2,0,381.08487875,53.348022033,1650.2528613,4
SID_68,Crime 2,,,,0,0,3,6,7.2849790184,1,1,307.39856802,2,Yes,0,0,0,0.0217391304,,160.000016,0,0,0,,30,0,,,,,,105.98265483,No,,4,,,,0,
SID_69,Crime 2,27.859706478,0,,9,0,3,4,0.8378511311,0,3,-7.637231504,3,No,0,5.5555555556,0,0.152173913,39.357429719,120.000012,0,0,13,317.14537417,0,2.6465993394,0,0,0,26.696427334,0.2933194988,0,No,,0,0,32.72165723,55.913870806,222.06167535,15
SID_70,Crime 2,,,,2,0,2,6,52.275895558,2,0,,5,No,,0,,0.0652173913,,4.0000004,0,0,5,,0,,,,,,,9.343642155,No,,1,,,,,2
SID_71,Crime 1,,,,0,,2,0,27.760268036,1,7,,5,No,,,,,,48.0000048,,1,2,,,,,,,,,,Yes,,1,,,,,
SID_72,Crime 2,,,,6,0,4,1,117.08646094,3,1,147.97136038,1,No,0,0,0,0.0173913043,,140.000014,0,2,4,,0,0,,0,2,,,0,Yes,,1,0,,,0,2
SID_73,Crime 2,,,,2,2,1,1,204.34399531,2,2,63.007159905,5,No,0,0,0,,,128.0000128,,0,6,,0,0,,0,1,,,0,No,,2,0,,,0,11
SID_74,Crime 2,721.60430215,0,,4,0,3,7,2.0125526407,1,4,314.08114558,3,No,0,0,0,0.0117056856,0.3790261447,172.0000172,0,1,1,565.71877555,30,66.779596601,0,1,0,1.146389268,0.1144514538,515.88130273,Yes,,5,1,16.917319384,50.282423635,0,1
SID_75,Crime 1,14.214135958,,,1,0,0,1,19.740253002,0,3,,3,No,,0,,,,80.000008,,1,14,,0,,,0,0,,,0,No,,1,0,0,,,5
SID_76,Crime 1,2628.1937387,0,,2,0,5,0,28.832029424,4,0,363.72315036,8,No,0,0,0,0.0031055901,,400.00004,0,3,10,815.56202827,30,60.934500429,0,2,3,,0,4185.4894558,No,,3,1,0,50.025037556,0,0
SID_77,Crime 2,,,,3,0,1,6,137.80801031,1,1,40.095465394,7,No,,0,,,,22.0000022,,1,4,,0,,,0,2,,,0,No,,2,0,,,,1
SID_78,Crime 1,3359.2741315,0,,2,0,2,1,9.8993835218,2,1,140.33412888,3,No,0,0,0,0.0217391304,,76.0000076,0,1,5,,0,0,0,4,5,,,165.08201687,Yes,,3,0,0,,0,1
SID_79,Crime 2,478.54257726,0,,0,0,3,1,130.50294763,2,1,191.88544153,4,No,0,5.5555555556,0,0.0144927536,,260.000026,0,0,4,328.25657346,0,9.2944554998,0,1,1,14.051917615,0.2966451167,201.99435585,No,,4,0,62.048720767,54.448339175,57.796874406,1
SID_80,Crime 2,232.16422065,0,,2,0,1,4,302.01436069,1,1,168.97374702,9,No,0,0,0,0.0326086957,,168.0000168,0,1,1,,0,0,,1,1,,0,24.234040077,No,,2,0,0,50.025037556,0,10
SID_81,Crime 2,,0,,5,1,2,1,22.559120967,0,3,143.19809069,9,No,0,0,0,0.0434782609,,240.000024,0,2,3,2246.0495718,0,10.686742356,,0,2,0.786415803,0.0638518637,0,No,,1,0,12.46539323,50.203082401,173.39062322,14
SID_82,Crime 2,,,,1,1,0,1,66.141785344,1,1,36.276849642,3,No,0,0,0,,,96.0000096,,4,20,,0,0,,0,1,,,0,No,,1,0,,,73.006578197,0
SID_83,Crime 2,14.214135958,0,,0,0,1,12,10.873716305,0,1,158.4725537,3,No,0,5.5555555556,0,0.0652173913,,300.00003,0,1,2,326.03433361,0,0,0,0,0,20.577383301,0.0638518637,0.9244592945,No,,1,0,15.136548922,54.565181105,0,3
SID_84,Crime 1,94.760906388,0,,7,0,4,3,54.20338928,5,2,247.25536993,2,Yes,0,0,400,0.0217391304,0.2008032129,380.000038,0,2,11,474.92440416,30,32.988418306,0,0,0,9.7478870555,0.1231428799,44.638177362,No,,5,0,36.060601845,52.178267401,0,18
SID_85,Crime 1,15.588169101,0,,1,0,1,0,83.160271173,3,0,106.92124105,6,No,0,5.5555555556,0,0.1086956522,,160.000016,0,5,7,317.14537417,0,2.0319862226,0,0,0,24.894035651,0.1312953947,0,No,,1,0,18.308546307,55.516608246,19.772614928,6
SID_86,Crime 1,35.535339896,,,7,0,0,1,48.822351828,1,2,28.639618138,1,No,0,0,0,0.0434782609,,260.000026,0,2,3,,0,0,,0,5,,,0,No,,1,0,,,0,0
SID_87,Crime 1,273.0061713,,,7,1,5,8,52.963837953,1,2,,1,No,,0,,0.0652173913,,336.0000336,0,5,3,,0,,,1,0,,,114.03865726,No,,2,0,,,,
SID_88,Crime 2,216.90771472,0,,3,0,0,5,121.96528961,1,1,186.1575179,10,No,0,16.666666667,0,0.0054347826,,320.000032,0,0,5,317.14537417,1,25.111335912,0,0,3,15.878803573,2.1536701519,5.5467557669,No,,4,0,540.57513321,55.186868353,144.49218601,
SID_89,Crime 2,189.52181278,0,,4,1,4,5,117.48102705,4,4,188.06682578,0,No,0,0,0,0,,340.000034,0,1,5,438.09871507,0,60.683637933,,0,4,10.909733073,0.5250975631,76.432973812,No,,2,0,139.1226923,53.437346655,0,2
SID_90,Crime 2,248.74737927,0,,1,0,3,0,199.1444259,1,2,132.69689737,10,No,0,5.5555555556,0,0.0434782609,30.343596609,80.000008,0,1,1,326.03433361,0,29.589231476,0,0,3,14.343171384,0.1809136137,64.348970177,No,,2,0,186.48005676,54.565181105,0,9
SID_91,Crime 2,,,,8,,1,8,135.36057104,3,0,,3,No,,,,,,96.0000096,,3,12,,,,,,,,,,No,,2,,,,,6
SID_92,Crime 2,29.991826872,,,4,1,1,3,21.470519361,1,1,131.74224344,6,No,0,0,0,0.0289855072,,319.20003192,0,2,2,,0,0,,0,6,,,93.502454357,Yes,,0,0,0,,0,24
SID_93,Crime 2,2207.1710316,0,,3,0,4,8,46.535250641,2,2,323.62768496,0,No,0,0,895.2,0.001552795,,200.00002,0,2,3,634.60821118,30,629.84047027,,4,1,4.6810900677,1.4360018091,1008.2879427,No,0,0,1,240.29271414,52.32070626,0,7
SID_94,Crime 1,231.21661159,0,,1,0,0,2,94.680388768,0,2,129.83293556,3,No,0,0,0,0.0163043478,,144.0000144,0,2,9,990.8015143,0,0,0,3,2,12.735002406,1.1785700653,120.60892153,No,,5,0,151.19854199,52.836653203,0,0
SID_95,Crime 2,,,,2,2,3,1,10.134851006,1,1,76.372315036,2,No,0,0,0,,,180.000018,,4,2,,0,0,,0,2,,,0,No,,2,0,,,0,6
SID_96,Crime 2,,,,5,0,4,6,0.814838925,0,3,76.372315036,3,No,0,0,0,0.0652173913,,84.0000084,0,4,10,,0,0,,,,,,7.3626579525,Yes,,3,,,,0,2
SID_97,Crime 2,775.00207289,1,,2,0,2,6,16.688735581,0,0,99.284009547,2,No,1,22.222222222,0,0.0163043478,,340.000034,0,1,5,317.14537417,0,98.576418047,1,1,2,21.464947609,0.66582371,63.160379656,No,3.9497307002,1,0,402.06458075,55.104395724,838.05467889,3
SID_98,Crime 2,310.19982706,,,6,1,3,5,114.72877868,0,5,89.737470167,2,No,0,0,66.666666667,0.0217391304,,240.000024,0,2,0,,0,41.191621945,,1,2,,,62.632117202,No,,0,0,0,,109.5098673,0
SID_99,Crime 2,,,,0,0,4,1,2.7568272722,3,5,61.097852029,4,No,0,0,0,,,140.000014,,3,1,,0,0,,,,,,0,No,,1,,,,0,7
SID_100,Crime 2,593.86660033,0,,3,0,0,2,107.98775756,0,1,341.76610979,13,No,0,0,0,0,,348.0000348,0,0,14,1313.9786824,30,68.096624708,,0,3,0.4046066405,0.0580097473,838.81474414,No,,1,0,15.693039692,50.530340966,0,0
SID_101,Crime 2,868.72060931,0,,0,0,4,0,77.881847392,1,3,188.06682578,8,No,0,16.666666667,0,0.0108695652,25.95567455,600.00006,0,1,8,326.03433361,0,46.422105,0,1,4,18.047976486,0.1023874611,1019.4144706,No,37.130128333,3,0,484.14696921,54.752128192,252.48108293,45
SID_102,Crime 2,,,,4,2,1,4,2.2765842603,2,2,52.505966587,6,No,,0,,,,320.000032,,0,3,,0,,,0,1,,,0,No,,1,0,,,,5
SID_103,Crime 1,274.80662853,0,2468.855864,0,0,6,12,0.7521693207,1,0,193.7947494,5,No,0,5.5555555556,0,0.0163043478,12.03145917,114.0000114,0,5,4,351.11389773,0,16.444036654,0,1,1,10.283411595,0.3726419641,1429.0489873,No,,2,0,176.68581922,53.960941412,1.5209703791,7
SID_104,Crime 2,411.26233372,0,,0,0,2,8,81.062040753,2,2,211.93317422,2,No,0,0,0,0.0108695652,,4.80000048,0,3,9,887.94355511,0,39.586101967,0,1,1,6.3334296816,2.8932875728,138.07459891,No,,2,0,90.37410092,52.309165503,375.67968364,1
SID_105,Crime 2,280.49228291,0,,6,0,3,7,167.62873336,1,2,204.29594272,8,No,0,0,0,0.0163043478,,240.000024,0,4,14,1033.6589973,0,20.219517228,0,0,1,12.233091845,0.7533949808,144.21564994,Yes,,2,0,147.0805103,52.726027817,695.08346325,1
SID_106,Crime 1,120.82015564,0,,0,0,6,14,97.693498358,3,2,279.71360382,6,No,0,0,480,0.0217391304,,120.000012,0,1,8,848.89562616,30,25.362198408,0,0,0,1.5563450233,0.0982720089,77.68759714,No,4.5960502693,2,0,10.962868153,50.505758638,0,9
SID_107,Crime 2,71.070679791,,,4,0,2,5,123.39565499,0,2,134.60620525,8,No,0,0,0,0.0434782609,,100.00001,0,1,5,,0,0,,0,1,,,454.10761201,No,,2,0,,,0,3
SID_108,Crime 2,653.85025408,0,2421.3881395,0,0,1,1,103.56271405,4,3,182.33890215,8,No,1,11.111111111,0,0.0144927536,,260.000026,0,3,2,335.87568155,0,72.110424654,,2,2,11.296381458,1.9690318461,246.79761523,No,36.880892895,1,1,411.85881829,54.796194291,103.42598578,2
SID_109,Crime 2,4808.5474338,0,,1,0,3,0,181.40722069,1,3,207.15990453,7,No,1,27.777777778,0,0.0135869565,,480.000048,0,0,1,335.55821872,0,51.050518062,0,6,6,20.354176901,1.1553196584,184.23153083,Yes,41.571913026,1,1,418.87060198,54.842263395,196.2051789,13
SID_110,Crime 2,,,,2,,1,6,37.167510983,1,3,,4,No,,0,,,,144.0000144,,1,9,,30,,,,,,,0,No,,4,,,,,
SID_111,Crime 2,14.214135958,,,5,0,2,0,133.8044041,1,2,51.551312649,9,No,0,0,0,0.1086956522,,8.0000008,1,3,2,,0,0,,0,0,,,36.615191342,No,,0,0,,,0,0
SID_112,Crime 2,837.21260794,0,,4,0,1,10,123.57628981,4,2,123.150358,13,No,1,16.666666667,186.66666667,0.0173913043,,128.0000128,1,1,7,375.24107334,0,114.18006534,0,1,5,22.737936851,1.13783641,2283.876687,Yes,53.578343366,2,1,658.32857997,55.629031783,267.69078672,0
SID_113,Crime 2,,,,1,1,6,10,21.495536436,2,2,,11,No,,0,,,,80.000008,,2,3,,0,,,0,2,,,0,No,,3,0,,,,20
