@RELATION Crime2TrainData

@ATTRIBUTE mvar_1 NUMERIC
@ATTRIBUTE mvar_2 NUMERIC
@ATTRIBUTE mvar_3 NUMERIC
@ATTRIBUTE mvar_5 NUMERIC
@ATTRIBUTE mvar_12 NUMERIC
@ATTRIBUTE mvar_14 {0,1}
@ATTRIBUTE mvar_15 NUMERIC
@ATTRIBUTE mvar_17 NUMERIC
@ATTRIBUTE mvar_18 NUMERIC
@ATTRIBUTE mvar_19 NUMERIC
@ATTRIBUTE mvar_20 NUMERIC
@ATTRIBUTE mvar_21 NUMERIC
@ATTRIBUTE mvar_24 NUMERIC
@ATTRIBUTE mvar_25 NUMERIC
@ATTRIBUTE mvar_26 NUMERIC
@ATTRIBUTE mvar_27 NUMERIC
@ATTRIBUTE mvar_28 NUMERIC
@ATTRIBUTE mvar_29 NUMERIC
@ATTRIBUTE mvar_30 NUMERIC
@ATTRIBUTE mvar_32 NUMERIC
@ATTRIBUTE mvar_34 NUMERIC
@ATTRIBUTE mvar_36 NUMERIC
@ATTRIBUTE mvar_37 NUMERIC
@ATTRIBUTE mvar_38 NUMERIC
@ATTRIBUTE mvar_39 NUMERIC
@ATTRIBUTE mvar_40 NUMERIC
@ATTRIBUTE output {0,1,2}

@DATA
23.6902266,0,?,0,127.9236277,0,?,?,0.032608696,0,26.0000026,0,428.2573671,0,?,0,0,3,?,16.50820169,0,0,0,50.02503756,?,2,0
118.451133,?,?,0,191.8854415,0,0,0,0,?,216.0000216,0,?,0,0,?,0,3,?,96.01170101,?,0,?,?,0,1,1
35.5353399,0,?,0,124.1050119,0,0,0,0.076086957,?,280.000028,0,?,0,7.40044365,?,0,0,?,888.6695132,?,0,26.98980231,54.88232349,62.35978554,7,0
302.0503891,0,2844.120966,0,218.6157518,0,0,0,0.005434783,24.61178046,280.000028,0,317.1453742,0,56.60712236,0,2,3,9.143841703,1689.317295,?,0,401.2854937,54.75880487,0,9,0
265.3305379,0,?,0,210.0238664,0,0,0,0.017391304,27.5546631,480.000048,0,2220.970008,0,71.23240592,0,0,4,?,257.1647659,39.41751446,0,137.6201672,54.1478885,0,?,1
1366.499651,0,?,0,205.2505967,0,0,106.6666667,0.023913044,9.265821456,246.0000246,0,341.2725498,1,132.6686313,0,5,1,21.46833322,151.3471931,13.2549489,0,218.2556797,54.8460622,775.6948933,8,0
1099.984601,0,?,0,238.6634845,0,0,0,0.02173913,5.549977689,260.000026,0,386.3522726,1,51.74038993,0,4,1,15.80343377,413.7615671,?,1,201.5609566,54.01101653,146.0131564,6,0
?,?,?,0,?,0,?,?,?,?,300.00003,?,?,0,?,?,?,?,?,0,?,?,?,?,?,13,0
14.40365777,0,?,0,158.4725537,0,0,0,0.024154589,33.9134315,28.0000028,0,317.1453742,0,0,0,0,0,23.00076708,0,?,0,16.91731938,55.09931564,0,7,0
?,?,?,1,?,0,?,?,?,?,107.5200108,?,?,0,?,?,?,?,?,0,?,?,?,?,?,3,0
1539.438305,0,?,0,333.1742243,0,0,3066.666667,0,?,560.000056,0,1856.840134,30,354.092414,?,0,5,4.209179664,226.1623631,?,0,196.8864342,51.7943582,1581.809194,0,1
501.3799557,1,?,0,190.9307876,0,1,0,0.007246377,0,300.00003,0,317.1453742,0,23.36784156,0,2,1,22.92009737,299.0625818,0,1,296.5539309,55.37973627,287.4634017,4,1
464.1389195,0,?,0,229.1169451,0,0,0,0.010869565,20.36144578,300.00003,0,627.9414916,0,0,0,1,2,13.80099642,46.68519437,?,0,102.1717052,53.07160741,0,3,1
78.6515523,0,?,0,46.77804296,0,0,0,0.065217391,?,208.0000208,0,?,0,11.81562359,0,1,0,?,171.718314,?,0,0,50.02503756,127.7615118,11,0
952.015446,0,?,0,315.9904535,0,0,0,0.010869565,?,160.000016,0,1303.819872,30,260.1945815,0,1,2,0.685964662,796.0915182,19.32659296,0,160.603236,52.04649079,101.9050154,0,1
298.4968551,0,?,0,213.8424821,0,0,0,0.015217391,26.32753235,180.000018,0,334.2883674,30,238.1186818,0,0,0,20.97118317,107.5014094,37.6620786,0,347.3615381,54.72542147,445.6443211,4,0
?,?,?,0,40.09546539,0,0,0,?,?,152.0000152,?,?,0,0.401379995,0,0,0,?,0,?,0,?,?,0,6,0
568.5654383,0,?,0,220.5250597,1,1,0,0.019021739,33.46720214,320.000032,0,317.1453742,30,48.32865997,0,1,0,22.18416298,86.20582921,33.32845712,0,781.0904437,55.03254882,10.64679265,4,1
?,?,?,0,66.82577566,0,?,?,?,?,200.00002,?,?,0,?,?,?,?,?,0,?,?,?,?,?,0,0
?,0,?,1,187.1121718,0,0,0,0.065217391,9.036144578,340.000034,0,386.6697355,0,42.97274567,0,?,0,5.726858329,7.230592339,?,?,116.8630615,51.3770656,200.76809,11,0
1044.359949,0,?,0,285.4415275,0,0,0,0.005434783,?,1720.000172,0,1193.660267,0,46.08344063,?,1,4,7.762659722,2562.436082,?,0,189.8190014,51.7407063,292.0263128,8,1
9.476090639,?,?,0,55.3699284,0,0,0,?,?,60.000006,?,?,0,0,?,1,2,?,0,?,0,?,?,0,18,0
?,?,?,?,?,0,?,?,?,?,292.0000292,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
18.95218128,0,?,0,169.928401,0,0,106.6666667,0.010869565,0,128.0000128,0,444.130509,0,6.810916783,0,0,2,?,13.20656135,?,0,0,50.02503756,0,1,0
14.21413596,?,?,1,95.4653938,0,0,0,?,?,520.000052,?,?,0,0,?,0,1,?,0,?,0,?,?,0,7,0
?,?,?,1,48.68735084,0,0,0,?,?,120.000012,?,?,0,0,?,0,1,?,0,?,0,?,?,0,15,0
?,0,?,0,164.2004773,0,0,0,0.010869565,?,280.000028,0,461.9084278,0,12.31734858,?,?,2,17.51786129,82.90418887,?,?,85.92217477,53.89083625,41.06620024,0,0
?,?,?,1,98.32935561,0,0,0,0.086956522,?,12.72000127,0,?,0,0,?,?,?,?,0,?,?,?,?,0,?,0
?,?,?,0,?,0,?,?,?,?,10.000001,?,?,0,?,?,?,?,?,0,?,?,?,?,?,11,0
379.0436256,0,?,0,278.7589499,0,0,0,0.003623188,?,320.000032,0,1022.865261,1,152.6372861,?,0,2,5.215402088,507.4621199,0,0,76.96267338,51.60741112,1560.515609,0,1
54.48752117,0,?,0,184.24821,0,?,?,0.02173913,33.38353414,123.2850123,0,317.7802998,30,?,0,0,0,22.66755181,0.165082017,47.5882705,?,111.0199085,55.02587214,?,42,0
461.9594186,0,?,0,292.124105,0,0,200,0.02173913,6.399582068,260.000026,0,531.750252,30,9.081222378,0,0,0,2.220251203,350.7662695,15.42510022,0,135.0046606,53.12442348,0,3,1
?,?,?,0,67.78042959,0,0,0,?,?,80.000008,?,?,0,0,?,0,2,?,0,?,0,?,?,9.125822275,2,0
137.4033143,0,?,0,207.1599045,0,0,133.3333333,0.02173913,?,300.00003,0,319.367614,0,39.20980822,0,1,1,11.99254628,293.4167768,?,0,73.56807969,54.96244367,0,7,0
5429.563034,0,2592.204831,0,333.1742243,0,0,4880,0.008361204,?,444.0000444,0,1070.484686,30,574.5880054,0,2,3,8.494624425,2562.634181,24.31814269,1,791.3298738,54.71468072,518.6508993,0,1
1915.30744,?,?,0,86.87350835,0,0,0,0.02173913,?,520.000052,0,?,0,110.831051,1,2,4,?,1536.418331,?,0,0,?,0,1,0
?,?,?,0,?,0,?,?,0,?,152.0000152,0,?,0,?,?,?,?,?,0,?,?,?,?,?,0,0
?,0,?,0,205.2505967,0,0,0,0.007246377,18.6746988,280.000028,0,563.4965357,0,0,?,?,8,17.20217173,14.59325029,26.71454219,?,166.39074,53.82125557,0,0,0
?,?,?,0,89.73747017,0,0,0,?,?,292.0000292,?,?,0,0,?,0,1,?,0,?,0,?,?,0,6,0
938.1329732,0,2650.857216,0,328.4009547,0,0,5333.333333,0.010869565,?,260.000026,0,2417.796967,30,2115.285115,0,0,7,3.919601612,686.3449934,?,0,860.0564838,52.20455684,0,0,1
?,?,?,0,?,0,?,?,?,?,140.000014,?,?,0,?,?,?,?,?,0,?,?,?,?,?,0,0
?,?,?,0,?,0,?,?,?,?,34.84800349,?,?,0,?,?,?,?,?,0,?,?,?,?,?,2,0
?,?,?,1,24.82100239,0,?,?,?,?,152.0000152,?,?,0,?,?,?,?,?,0,?,?,?,?,?,18,0
16.39363681,?,?,0,?,0,?,?,?,?,14.0000014,?,?,0,?,?,0,0,?,0,?,0,?,?,?,6,0
?,?,?,0,?,0,?,?,?,?,300.00003,?,?,0,?,?,?,?,?,0,?,?,?,?,?,7,0
?,?,?,?,?,0,?,?,?,?,100.00001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0
833.8959762,0,?,0,272.0763723,0,0,1733.333333,0,?,225.2360225,0,1586.996722,0,326.8236606,?,0,2,2.626167986,482.0064729,?,0,51.03020354,50.60857954,0,?,1
47.38045319,?,?,0,35.3221957,0,0,0,?,?,160.000016,?,?,0,3.261212456,0,1,1,?,0,?,0,?,?,22.81455569,0,0
?,0,?,0,163.2458234,0,0,0,0.02173913,8.318990247,138.0840138,0,484.1308264,0,0,0,?,0,5.625970902,17.36662818,?,?,9.682939384,51.26976179,0,33,0
98.97776672,?,?,0,156.5632458,0,?,?,0.02173913,?,128.0000128,0,?,0,?,?,0,0,?,55.89677091,?,0,0,?,?,13,0
?,?,?,0,161.3365155,0,0,0,0.013833992,?,96.0000096,0,?,0,4.741301186,?,0,1,?,0,?,0,?,?,0,8,0
142.1413596,0,?,0,222.4343675,0,0,613.3333333,0.02173913,16.92882642,128.0000128,0,338.7328471,0,3.34901433,0,0,0,11.474548,92.11576542,?,0,98.55451523,54.35152729,0,17,0
?,?,?,0,?,0,?,?,?,?,116.0000116,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0
142.1413596,0,?,0,304.5346062,0,0,800,0,?,200.00002,0,1112.389781,30,46.94891624,?,0,1,3.727292989,82.70609045,?,0,27.54629308,50.85127692,0,2,1
187.1527901,0,?,0,141.2887828,0,1,0,0.019021739,17.57028112,260.000026,0,320.3200025,0,29.46380023,0,1,3,21.68585699,16.93741493,29.47764384,1,1100.683092,54.98900525,264.648846,4,0
325.3615721,1,?,0,173.7470167,0,0,0,0.014492754,33.40026774,9.60000096,0,317.1453742,0,2.333021219,0,1,0,22.85687867,45.69470227,31.90066483,0,413.4169925,55.2428643,0,4,0
?,?,?,8,?,0,?,?,?,?,36.0000036,?,?,0,?,?,?,?,?,0,?,?,?,?,?,1,0
244.1514753,?,2441.482062,0,175.6563246,0,0,0,0.014492754,?,140.000014,0,?,0,27.06806339,?,1,2,?,1010.037812,?,0,?,?,0,?,0
?,?,?,0,122.1957041,0,?,?,0.043478261,?,4.0000004,0,?,0,?,?,?,?,?,0,?,?,?,?,?,7,0
99.49895171,0,2341.534768,0,254.8926014,0,0,560,0.02173913,?,240.000024,0,675.2434543,30,91.84076001,0,0,0,10.49437581,100.7990795,?,0,54.09090277,52.34279991,0,2,1
9.476090639,?,?,0,134.6062053,0,0,0,?,?,140.000014,?,?,0,0,?,0,0,?,9.904921012,?,0,?,?,0,7,0
161.0935409,0,2372.414976,0,248.2100239,0,0,0,0,?,172.0000172,0,952.0710482,1,15.70399229,?,0,1,?,535.1298659,?,0,44.68620877,52.14136995,101.9050154,10,0
?,?,?,?,?,0,?,?,?,?,9.60000096,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
23.6902266,0,?,3,126.0143198,0,0,0,0.173913044,?,160.000016,0,317.7802998,0,1.630606228,?,0,2,22.60696721,0.066032807,?,0,27.71324031,55.01251878,18.25164455,0,0
564.5380998,0,?,0,198.5680191,0,0,80,0.002717391,?,230.400023,0,412.3842253,0,68.00882283,0,2,3,?,237.3549239,?,0,0,50.02503756,0,0,1
49.74947585,?,?,0,?,0,0,0,?,?,148.0000148,?,?,0,0,?,0,1,?,0,?,0,?,?,0,4,0
54.48752117,0,?,0,170.8830549,0,0,0,0.014492754,28.38018742,320.000032,0,365.3997254,0,158.6328997,0,0,1,19.24452223,8007.46831,?,0,47.19041723,54.27140711,0,9,0
?,?,?,0,147.9713604,0,0,0,0.043478261,?,180.000018,0,?,0,0,?,?,?,?,10.03698663,?,?,?,?,0,9,0
1999.455125,0,?,0,186.1575179,0,0,0,0.02173913,16.09772423,220.000022,0,646.671799,0,0,0,2,2,10.90656742,1032.654048,?,0,53.534412,52.43365048,0,3,0
16.34625635,?,2424.187966,0,105.0119332,0,0,0,0.013043478,?,80.000008,0,?,0,3.624963076,?,0,?,?,7.197575936,?,?,?,?,0,14,0
1619.41651,0,2464.086165,1,173.7470167,0,0,0,0.014492754,?,208.0000208,0,?,0,74.61904962,?,4,3,?,462.1966308,?,0,0,50.02503756,0,16,0
?,?,?,0,?,0,?,?,?,?,100.00001,?,?,0,?,?,0,?,?,0,?,?,?,?,?,0,0
981.4387075,0,?,0,274.9403341,0,0,160,0.00931677,5.328503557,160.000016,0,440.6384178,1,67.85830534,0,3,1,7.968214596,1084.423769,7.714798666,0,68.89355723,52.05808713,0,2,2
?,?,?,0,48.68735084,0,0,0,?,?,140.000014,?,?,0,7.174667403,?,0,1,?,0,?,0,?,?,0,3,0
?,?,?,0,?,0,?,?,?,?,8.40000084,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0
453.9521221,0,?,0,206.2052506,0,0,0,0.010869565,?,280.000028,0,395.2412321,1,36.48795013,?,3,1,15.65059836,352.9453521,?,0,101.7265126,54.04707061,392.4103578,3,0
965.9452993,0,?,0,216.7064439,0,1,0,0.027173913,16.90093708,144.0000144,0,631.4335828,0,21.49891596,0,5,3,11.45182877,275.9510994,23.49320339,0,94.43648354,53.22984477,208.3729419,28,0
31.12895775,0,?,0,83.0548926,0,0,93.33333333,0.02173913,6.581883088,100.00001,0,?,0,12.48040921,?,0,0,?,268.7205071,30.64033513,0,23.150016,55.13269905,0,17,0
0,?,?,0,56.32458234,0,?,?,?,?,152.0000152,?,?,0,?,?,0,4,?,0,?,0,?,?,?,14,0
23.6902266,0,?,0,304.5346062,0,0,0,0.010869565,?,120.000012,0,473.6545528,30,19.26623974,?,0,1,?,70.35795559,?,0,0.389543538,50.09514271,0,2,1
379.5174301,0,?,0,268.2577566,0,0,0,0.005434783,?,136.0000136,0,817.4668053,30,0,0,0,4,16.73026156,119.3873146,?,0,246.1915163,53.71724253,0,20,0
?,?,?,0,82.10023866,1,?,?,?,?,119.4000119,?,?,0,?,?,?,?,?,0,?,?,?,?,?,7,0
?,?,?,?,?,1,?,?,?,?,128.0000128,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,0
2932.091966,0,2536.768415,0,360.8591885,0,0,0,0.010869565,?,500.00005,0,475.8767927,30,64.87304163,0,2,1,0.8540686,2363.34717,0,2,94.10258907,53.53530295,205.3310012,1,1
?,?,?,1,?,1,?,?,0.086956522,?,20.000002,0,?,0,?,?,?,?,?,30.2760419,?,?,?,?,?,1,0
923.9188373,0,?,0,179.4749403,0,0,0,0.017391304,34.84307601,220.000022,0,317.1453742,0,0,0,0,2,1.331751398,913.7289634,?,0,67.61362846,55.56334502,0,31,0
?,?,?,0,171.8377088,0,0,0,0.043478261,?,6.40000064,0,?,1,0,?,?,?,?,0,?,?,?,?,0,8,0
?,?,?,1,?,0,?,?,?,?,100.00001,?,?,0,?,?,0,1,?,0,?,0,?,?,?,26,0
