@RELATION Crime1LData

@ATTRIBUTE mvar_1 NUMERIC
@ATTRIBUTE mvar_2 NUMERIC
@ATTRIBUTE mvar_3 NUMERIC
@ATTRIBUTE mvar_5 NUMERIC
@ATTRIBUTE mvar_12 NUMERIC
@ATTRIBUTE mvar_14 {0,1}
@ATTRIBUTE mvar_17 NUMERIC
@ATTRIBUTE mvar_18 NUMERIC
@ATTRIBUTE mvar_19 NUMERIC
@ATTRIBUTE mvar_20 NUMERIC
@ATTRIBUTE mvar_24 NUMERIC
@ATTRIBUTE mvar_25 NUMERIC
@ATTRIBUTE mvar_26 NUMERIC
@ATTRIBUTE mvar_27 NUMERIC
@ATTRIBUTE mvar_28 NUMERIC
@ATTRIBUTE mvar_29 NUMERIC
@ATTRIBUTE mvar_30 NUMERIC
@ATTRIBUTE mvar_32 NUMERIC
@ATTRIBUTE mvar_34 NUMERIC
@ATTRIBUTE mvar_36 NUMERIC
@ATTRIBUTE mvar_37 NUMERIC
@ATTRIBUTE mvar_38 NUMERIC
@ATTRIBUTE mvar_39 NUMERIC
@ATTRIBUTE mvar_40 NUMERIC
@ATTRIBUTE output {0,1,2}


@DATA
5123.9117302,0,?,0,242.48210024,0,0,0.0144927536,?,400.00004,373.65375916,0,91.31394877,0,2,3,7.2243487365,643.91891501,?,0,240.57095953,54.570716178,219.01973459,6,?
195.91817396,?,?,0,84.964200477,0,?,?,?,160.000016,?,0,?,0,1,1,?,0,?,0,?,?,?,11,?
992.62049442,0,?,0,339.85680191,0,213.33333333,0.0036231884,0,480.000048,525.71845808,30,171.66520644,0,1,2,6.9839313103,1400.6878968,?,1,150.14120953,52.167725272,0,4,?
694.929107,0,?,0,170.88305489,0,0,0.0163043478,?,350.000035,?,0,8.6422130086,?,1,3,?,266.73952286,?,0,98.331918919,56.345232134,0,6,?
0.5685654383,?,?,0,180.42959427,0,0,0.0108695652,?,160.000016,?,0,0,?,0,11,?,673.40256323,?,0,0.3338944615,?,0,3,?
47.380453194,?,?,0,?,0,?,?,?,64.0000064,?,30,?,?,0,1,?,0,?,0,?,?,?,?,?
464.37582175,0,2520.439763,0,161.33651551,0,280,0.0072463768,?,195.0000195,331.43120183,0,83.938591369,0,1,4,19.642500336,183.70326838,0,0,139.67918307,54.807210816,200.76809004,0,?
?,?,?,?,?,0,?,?,?,62.992006299,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
1030.524857,0,?,0,202.38663484,0,1333.3333333,0.0200668896,10.932619366,208.0000208,516.51203581,30,67.757960337,0,1,0,8.4842655155,458.8949905,20.227408737,1,446.91773675,53.460190285,762.00615993,15,?
397.99580683,0,?,0,?,0,0,0,?,200.00002,?,0,0,?,0,4,?,0,?,0,0,?,0,?,?
?,?,?,?,?,0,?,?,?,64.0000064,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
405.10287481,0,?,0,236.75417661,1,133.33333333,0.0144927536,0,240.000024,352.06628624,0,76.299828347,0,2,0,11.424782079,406.72907317,6.7344903252,1,124.15309061,54.03104657,19.772614928,11,?
945.61908485,0,?,0,210.02386635,0,120,0.0108695652,17.637215529,800.00008,392.38406654,0,37.10256325,0,3,3,9.5826563435,1627.1143911,?,0,51.753641536,52.663995994,247.91817179,2,?
14.214135958,0,?,0,110.7398568,0,0,0.1086956522,?,120.000012,322.22477956,0,2.2452193448,0,0,0,21.486152217,0.528262454,?,0,15.804337846,54.765481556,36.503289098,0,?
274.80662853,0,?,1,194.74940334,0,0,0.0265700483,?,960.000096,353.33613759,0,62.891227903,0,1,2,12.496913026,133.32023683,31.374426491,0,194.77176922,54.613920881,345.26027606,8,?
?,0,?,0,55.369928401,0,?,0.0869565217,38.248231019,164.0000164,317.14537417,0,?,0,0,0,25.943447375,0,?,0,22.259630768,55.747907576,?,19,?
94.760906388,0,2377.6132277,0,198.56801909,0,0,0.0173913043,1.051826353,84.192008419,415.55885364,0,23.643790307,0,0,0,5.0904463623,305.10458358,20.160914954,0,27.323696768,52.13375619,112.55180805,7,?
28.428271916,0,?,0,114.55847255,0,0,0.0126811594,?,92.0000092,?,0,3.7754805741,0,0,1,?,19.809842025,?,0,0,50.025037556,0,10,?
153.98647288,0,?,0,230.07159905,0,0,0.0138339921,?,160.000016,429.52721847,30,52.229571797,0,0,0,12.351859526,77.09330188,?,0,98.49886615,53.259889835,155.13897867,8,?
47.380453194,0,?,0,199.52267303,0,0,0.0144927536,28.293353595,84.480008448,317.46283701,30,1.4173731059,0,0,0,22.675124882,261.29181631,?,0,87.035156304,55.027541312,387.84744667,1,?
516.44693981,0,?,0,217.66109785,0,613.33333333,0.0195652174,8.6406230985,234.0000234,394.92376924,0,18.062099757,0,1,0,17.562103982,405.078253,9.4523469748,0,249.36351368,54.279244954,209.89391232,9,?
23.690226597,0,?,0,197.61336516,0,0,0.0326086957,21.285140562,48.0000048,318.41522552,30,81.492682027,0,0,0,15.236851307,0.1320656135,?,0,186.8696003,54.992488733,24.335526066,10,?
258.22346991,0,?,0,226.25298329,0,200,0.0217391304,?,152.0000152,358.09808014,0,36.099113264,0,1,2,7.8895711316,400.02674329,?,0,37.785723229,51.802704056,100.38404502,5,?
270.63714864,2,?,0,161.33651551,0,266.66666667,0.0059288538,?,232.0000232,317.14537417,0,128.07784765,?,0,5,21.121364695,731.28031834,?,0,574.79931552,56.051468507,1140.7277843,14,?
9.4760906388,?,?,0,31.503579952,0,?,?,?,11.20000112,?,0,?,0,0,0,?,0,?,0,?,?,?,9,?
1388.2472786,0,?,0,254.89260143,0,0,0.0362318841,0.9841099217,240.000024,476.82918118,0,0,0,2,0,4.8089255569,909.13968332,0.9734689807,2,44.018419844,51.884076114,0,9,?
104.71080156,0,?,0,130.7875895,0,85.333333333,0.0062111801,?,388.0000388,318.41522552,0,57.811262346,?,1,3,17.037967524,430.86406404,35.332136445,0,58.320232613,54.952428643,0,5,?
285.41985004,0,?,0,112.64916468,0,0,0.0217391304,?,200.00002,?,0,0,?,1,2,?,330.16403375,?,0,1.9477176922,50.025037556,16.73067417,0,?
37.714840742,0,?,0,123.150358,0,0,0.0434782609,?,120.000012,317.14537417,0,13.157737948,0,0,0,24.091289776,0,?,0,44.296665229,55.339676181,141.45024526,1,?
50.128519479,?,?,0,?,0,?,?,?,120.000012,?,1,?,?,0,?,?,0,?,?,0,?,?,23,?
59.699371024,?,?,0,104.05727924,0,0,0.0152173913,?,10.000001,?,0,4.452809315,?,1,1,?,44.605160959,?,0,0,?,66.92269668,9,?
35.535339896,0,?,0,110.7398568,0,0,0,?,80.000008,328.25657346,0,2.3330212186,?,0,2,21.637613703,1.1555741181,?,0,39.789089998,54.798864964,7.6048518955,10,?
182.13046208,1,?,0,167.06443914,0,0,0.0163043478,?,144.0000144,317.14537417,0,23.104435939,0,1,1,22.717599951,0,?,0,128.10417507,55.195292939,0,14,?
314.60620921,0,?,0,229.11694511,0,0,0.0098814229,0,168.0000168,347.62180652,1,77.466338957,0,1,2,20.328553717,426.80304642,?,0,202.11744738,54.551827742,0,6,?
246.42573706,0,?,0,246.30071599,0,0,0.0652173913,?,148.0000148,614.29058961,30,22.878659692,0,0,0,16.253846339,30.903353559,?,0,131.55441784,53.612236537,25.856496445,0,?
388.89875982,1,?,0,180.42959427,0,0,0.0130434783,?,115.0000115,317.14537417,29,50.097240575,0,1,0,15.3800717,543.11983551,28.930494999,1,290.59947968,55.200801202,340.69736492,9,?
968.6459851,1,?,0,134.60620525,0,133.33333333,0.0117056856,4.563709383,700.00007,317.14537417,0,91.038000024,0,3,1,20.558730182,990.42606843,0,2,702.68089428,55.218542099,921.70804974,3,?
?,?,?,0,290.21479714,1,0,0.0217391304,?,112.0000112,?,30,0,?,?,?,?,27.568696818,?,?,?,?,0,0,?
104.23699703,0,?,1,104.05727924,0,0,0.0652173913,?,160.000016,?,0,12.706185454,?,1,1,?,0.4622296472,?,0,104.95415907,54.995651372,16.73067417,0,?
?,?,?,?,?,0,?,?,?,6.0000006,?,?,?,?,?,?,?,?,?,?,?,?,?,29,?
?,?,?,0,?,0,?,0.0217391304,?,60.000006,?,0,?,?,?,?,?,0,?,?,?,?,?,30,?
535.30436019,0,?,0,146.06205251,0,0,0.0326086957,?,80.000008,317.14537417,0,8.4038936368,0,0,3,22.981834391,0,?,0,112.68938076,55.095142714,68.44366706,10,?
?,0,?,?,297.85202864,0,5466.6666667,0.0217391304,?,80.000008,6104.8103556,30,569.93450607,0,?,0,2.4932512964,0,?,?,126.26775553,50.579283559,0,?,?
?,?,?,1,81.145584726,0,0,?,?,120.000012,?,0,0,?,0,2,?,0,?,0,?,?,0,2,?
87.464316596,0,?,0,163.24582339,0,0,0.0133779264,7.1117804552,101.50001015,317.14537417,0,5.3559143029,0,0,0,23.431055389,52.000835315,0,0,126.37905369,55.462605673,0,33,?
?,?,?,0,204.29594272,0,0,0.0217391304,?,6.0000006,?,30,0,?,?,?,?,0,?,?,?,?,0,2,?
189.52181278,0,?,0,289.2601432,0,0,0.0217391304,7.6047780867,200.00002,1204.4540036,30,0,0,0,0,6.8227871079,282.65342929,5.2088569719,0,82.193686612,51.533550325,0,7,?
108.97504235,0,?,0,231.98090692,0,0,0.0163043478,14.828544949,140.000014,323.49463091,30,5.7823805471,0,0,0,14.428046972,33.940862669,0,0,70.785625843,54.832248373,0,9,?
21.368584391,?,?,1,119.33174224,0,0,0.0652173913,?,212.0000212,?,0,0,?,0,?,?,40.246995714,?,?,0,?,0,11,?
?,?,?,0,33.412887828,0,?,?,?,9.3440009344,?,0,?,?,?,?,?,0,?,?,?,?,?,2,?
14.214135958,?,?,0,91.646778043,0,0,0.0434782609,?,52.80000528,?,0,8.5794973844,0,0,0,?,0,?,0,?,?,0,23,?
?,?,?,?,?,0,?,?,?,0.0040000004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,0,?,?,?,172.0000172,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
144.51038224,0,?,0,143.19809069,0,0,0.0391304348,5.0200803213,165.23201652,340.63762411,0,8.7801873817,0,1,1,12.958870558,36.780273359,?,0,47.691258921,54.291437156,0,27,?
?,?,?,0,?,0,?,0,?,88.0000088,?,1,?,?,?,?,?,0,?,?,?,?,?,?,?
?,?,?,0,94.510739857,1,0,0.0869565217,?,240.000024,?,0,0,?,?,?,?,19.974924042,?,?,?,?,0,2,?
?,?,?,0,?,0,?,?,?,120.000012,?,0,?,?,?,?,?,0,?,?,?,?,?,7,?
?,?,?,1,112.64916468,0,0,0.0217391304,?,260.000026,?,0,0,?,0,1,?,13.833873014,?,0,?,?,0,2,?
35.535339896,?,?,0,87.828162291,0,0,0.018115942,?,180.000018,?,0,0,?,1,2,?,115.4253462,?,0,?,?,0,11,?
1240.9414496,0,2357.0773647,0,233.8902148,0,0,0.0086956522,?,145.0000145,?,0,7.6262198973,?,3,8,?,729.26631774,?,0,119.64551538,51.584784584,62.359785543,1,?
197.52910937,0,2503.0083713,0,232.93556086,0,378.66666667,0.0130434783,?,192.10001921,2539.3852332,0,29.300739605,0,1,0,?,1228.7714844,?,0,9.182097692,50.60689626,0,?,?
3958.3525816,0,?,0,227.20763723,0,0,0.0024154589,?,360.000036,348.57419503,0,76.199483349,0,6,5,14.886440704,1395.2071738,0,1,375.74256737,54.416624937,150.57606753,1,?
37.904362555,0,?,0,304.53460621,0,0,0.0217391304,?,100.00001,571.11564377,30,11.52713172,0,0,0,?,26.4131227,?,0,0,50.025037556,0,?,?
54.487521173,0,?,0,118.37708831,0,93.333333333,0.0124223602,?,96.0000096,320.32000254,0,25.763578403,0,0,0,21.940536675,111.46337779,45.115640511,0,60.713142921,54.918091423,226.62458649,6,?
?,?,?,0,31.503579952,0,?,?,?,332.0000332,?,0,?,?,?,?,?,0,?,?,?,?,?,12,?
?,0,?,?,252.98329356,1,666.66666667,0.0217391304,5.6894243641,320.000032,396.19362058,30,23.819394054,0,?,0,2.3641396151,8.2210844403,?,?,16.360828615,50.876314472,0,20,?
246.37835661,0,2465.5787272,0,220.52505967,0,533.33333333,0,?,220.000022,793.33962968,0,57.434968601,?,0,1,?,479.79437384,?,0,5.620556769,50.277916875,0,0,?
388.28281393,0,?,0,178.5202864,0,66.666666667,0.0152173913,11.304477168,180.000018,374.28868483,0,68.096624708,0,2,1,10.588498303,88.516977447,13.67112175,0,102.11605615,53.446836922,0,13,?
?,?,?,0,?,0,?,?,?,280.000028,?,0,?,?,?,0,?,0,?,?,?,?,?,?,?
2.3690226597,?,?,0,69.68973747,0,0,0.0217391304,?,120.000012,?,0,0,?,0,0,?,0,?,0,?,?,0,13,?
?,?,?,3,36.276849642,0,0,?,?,36.480003648,?,0,0,?,?,?,?,0,?,?,?,?,0,20,?
?,?,?,?,?,0,?,?,?,68.0000068,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2627.909456,0,2652.3259577,0,243.43675418,0,0,0.008361204,?,640.000064,355.55837745,30,127.67646766,0,2,2,21.647080046,995.74170937,?,1,1552.9987896,55.222834251,407.6200616,1,?
?,?,?,0,223.38902148,0,0,0.0217391304,?,28.0000028,?,30,0,?,?,?,?,0,?,?,?,?,0,?,?
400.5543513,0,?,0,204.29594272,0,0,0.0031055901,?,112.0000112,433.01930968,0,18.639083499,?,2,1,11.64115563,77.885695561,?,0,21.424894615,52.595560007,141.45024526,1,?
502.32756476,0,?,0,181.38424821,0,0,0.027173913,32.558806655,196.0000196,317.14537417,0,23.204780937,0,3,2,22.384890571,57.877755116,4.5960502693,1,223.09714938,55.122684026,80.611430092,5,?
285.23032823,0,?,0,204.29594272,0,133.33333333,0.018115942,15.650838649,210.000021,431.74945833,0,68.008822834,0,1,0,7.124767217,141.57433767,?,1,96.384201227,52.704056084,407.6200616,24,?
180.04572214,0,?,0,249.1646778,0,0,0.0072463768,10.56859015,80.000008,1142.5487504,30,0,0,0,0,7.1531126513,85.842648774,?,0,66.778892305,51.606356904,0,3,?
?,?,?,1,85.918854415,0,0,?,?,360.000036,?,0,0,0,0,1,?,0,?,0,?,?,0,14,?
581.02649752,0,2463.2783939,0,208.11455847,0,0,0.0057971014,?,184.0000184,317.14537417,0,46.848571244,0,2,1,22.216731149,1280.8713689,32.555356074,1,414.30737768,55.044104618,41.066200236,2,?
454.56806794,0,?,0,161.33651551,0,0,0.0434782609,?,500.00005,634.60821118,0,15.791794162,0,2,2,?,33.016403375,?,0,12.910585846,51.477215824,0,0,?
831.52695356,0,2433.5401622,0,288.30548926,0,0,0.0050167224,?,520.000052,495.55948857,30,218.11239769,?,0,4,16.297212539,2171.7199648,?,0,679.30828197,54.353196461,191.64226777,0,?
85.284815749,0,?,0,160.38186158,0,0,0.0260869565,27.725717686,168.0000168,320.0025397,0,7.9021686436,0,0,0,19.178591931,13.041479333,?,1,119.92376076,54.882323485,410.66200236,7,?
786.27862076,1,?,0,172.79236277,0,0,0.0086956522,?,80.000008,317.14537417,0,49.081247464,?,1,3,20.885589814,212.46055572,54.907241173,0,525.8837769,55.768027041,149.05509715,7,?
31.981805906,0,?,0,170.88305489,0,0,0.0186335404,0,300.00003,328.5740363,0,6.8861755323,0,1,1,18.881014659,159.40319549,?,0,23.150015999,54.431647471,57.796874406,2,?
?,?,?,?,?,1,?,?,?,140.000014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
11.845113299,0,?,0,183.29355609,0,?,0.0326086957,32.396251673,136.0000136,322.22477956,30,?,0,0,0,21.970828972,11.258593551,?,0,26.93415323,54.872308463,?,14,?
26.059249257,0,?,1,125.05966587,0,0,0.0434782609,23.427041499,480.000048,?,0,0,?,0,1,?,104.7280315,?,0,11.686306153,53.530295443,0,1,?
?,?,?,0,?,0,?,?,?,74.880007488,?,0,?,?,?,?,?,0,?,?,?,?,?,1,?
205.3942646,?,?,0,?,0,?,?,?,160.000016,?,0,?,?,0,3,?,0,?,0,?,?,?,1,?
?,?,?,0,75.417661098,0,0,0.0652173913,?,76.80000768,?,0,0,?,?,?,?,0,?,?,?,?,0,11,?
116.08211033,0,?,0,210.97852029,0,0,0.0130434783,30.722891566,600.00006,324.76448226,0,78.030779574,0,0,1,17.884449424,4411.5527697,?,0,129.38410384,54.961854547,180.99547511,11,?
?,?,?,1,43.914081146,0,?,?,?,215.14402151,?,0,?,?,?,?,?,0,?,?,?,?,?,2,?
?,0,?,?,310.26252983,0,8000,0,?,360.000036,5079.0879293,30,729.68374392,?,?,9,1.8294805696,0,?,?,136.00634399,50.025037556,0,7,?
79.267498194,0,?,0,184.24821002,0,0,0.0362318841,36.546184739,260.000026,341.27254978,0,9.9843273655,0,0,2,19.244522225,15.385643973,32.596986964,0,67.168435844,55.49323986,112.55180805,1,?
18.09933312,0,?,1,97.374701671,0,80,0.0108695652,42.614904061,140.000014,317.14537417,0,8.015056767,0,1,1,17.070467357,0,?,0,54.424797229,56.40126857,0,6,?
?,?,?,0,111.69451074,0,0,0.0434782609,?,128.0000128,?,0,0,?,?,?,?,0,?,?,?,?,0,6,?
59.225566493,0,?,0,171.83770883,0,0,0.0260869565,31.578695735,88.0000088,318.09776268,30,0,0,0,0,22.357055761,2.6082958666,40.215439856,0,73.512430613,55.002503756,0,12,?
23.690226597,?,?,0,134.60620525,0,?,0.0652173913,?,116.0000116,?,0,?,?,0,2,?,8.7493468943,?,0,0,?,?,0,?
11.845113299,0,?,0,200.47732697,1,66.666666667,0.0217391304,?,120.000012,?,30,6.6227699108,?,0,?,?,12.017970828,40.215439856,?,11.686306153,54.231347021,0,5,?
47.380453194,?,?,0,31.503579952,0,0,?,?,72.0000072,?,0,0,?,0,?,?,33.016403375,?,?,0,?,0,12,?
638.40422634,0,?,0,205.25059666,0,213.33333333,0.0048309179,?,392.0000392,338.73284709,0,65.123904123,?,3,2,14.827256174,613.51080751,18.320367046,0,82.861475535,54.606910366,71.485607818,0,?
?,?,?,1,?,0,?,?,?,88.0000088,?,0,?,?,?,?,?,0,?,?,?,?,?,10,?
?,?,?,0,111.69451074,0,0,0.0217391304,?,300.00003,?,0,0,?,?,0,?,167.88841116,?,?,?,?,0,10,?
?,?,?,0,44.868735084,0,?,?,?,128.0000128,?,0,?,?,0,?,?,0,?,?,?,?,?,2,?
376.67460289,?,?,5,51.551312649,0,0,?,?,352.0000352,?,0,14.236446683,?,1,3,?,0,?,0,0,?,45.629111373,0,?
180.04572214,0,2470.0112833,0,247.25536993,0,0,0.0217391304,3.0783795844,276.0000276,342.22493829,0,15.064292922,0,1,1,21.066190824,751.81652124,11.685746092,0,110.35211953,54.672918469,279.85854975,?,?
38.283406181,1,?,0,113.60381862,0,0,0.0217391304,39.204436795,288.0000288,317.14537417,0,0.890561863,0,0,0,25.074624346,0,?,0,39.956037229,55.890979326,38.024259478,26,?
180.2826244,0,?,1,164.20047733,0,0,0.0036231884,?,72.0000072,324.76448226,0,57.347166728,?,0,4,20.508934361,2.8063942868,30.893793783,0,672.2408492,55.404982474,107.98889692,9,?
222.73551047,2,?,0,136.51551313,0,200,0.0043478261,?,168.0000168,317.14537417,0,143.38045994,0,0,1,22.382447834,3.0705255138,?,0,256.43094645,55.245368052,135.36636374,?,?
97.129929048,?,?,0,84.009546539,0,0,0.0217391304,?,76.80000768,?,0,0,?,1,1,?,78.810154855,?,0,0,?,0,20,?
?,?,?,?,?,0,?,?,?,6.0000006,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
