@relation Crime2TrainData-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S100

@attribute mvar_1 numeric
@attribute mvar_2 numeric
@attribute mvar_3 numeric
@attribute mvar_5 numeric
@attribute mvar_12 numeric
@attribute mvar_14 {0,1}
@attribute mvar_15 numeric
@attribute mvar_17 numeric
@attribute mvar_18 numeric
@attribute mvar_19 numeric
@attribute mvar_20 numeric
@attribute mvar_21 numeric
@attribute mvar_24 numeric
@attribute mvar_25 numeric
@attribute mvar_26 numeric
@attribute mvar_27 numeric
@attribute mvar_28 numeric
@attribute mvar_29 numeric
@attribute mvar_30 numeric
@attribute mvar_32 numeric
@attribute mvar_34 numeric
@attribute mvar_36 numeric
@attribute mvar_37 numeric
@attribute mvar_38 numeric
@attribute mvar_39 numeric
@attribute mvar_40 numeric
@attribute output {0,1,2}

@data
?,?,?,0,?,0,?,?,0.043478,?,60.000006,0,?,0,?,?,?,?,?,0,?,?,?,?,?,13,0
?,?,?,?,?,0,?,?,?,?,260.000026,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
11.845113,?,?,0,116.46778,0,0,0,0.021739,?,320.000032,0,?,0,0,?,0,2,?,323.890917,?,0,?,?,0,0,0
20.136693,0,?,0,26.73031,0,0,80,0.043478,47.41187,160.000016,0,317.145374,0,5.995614,0,0,2,32.164187,1003.269449,?,0,23.650858,57.119012,0,11,0
?,?,?,?,?,0,?,?,?,?,43.200004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
?,?,?,1,?,0,?,?,?,?,140.000014,?,?,0,?,?,?,?,?,0,?,?,?,?,?,19,0
30.797295,0,?,0,179.47494,0,0,0,0.021739,16.783182,220.000022,0,327.304185,30,1.116338,0,0,0,11.371891,85.578518,?,0,37.674425,54.786025,368.074832,10,0
61.64197,1,?,0,165.155131,0,0,0,0.021739,34.672021,20.640002,0,317.145374,30,16.494209,0,0,0,24.610045,0,53.552193,0,72.399449,55.626297,202.28906,7,0
11.845113,0,?,1,?,0,?,?,0.108696,?,168.000017,0,?,0,?,?,0,?,?,0,?,?,0,?,?,9,0
1166.933182,0,?,0,164.200477,0,1,560,0.006211,?,340.000034,0,317.145374,0,45.092534,0,2,1,19.526762,903.923092,?,1,423.656423,55.08663,991.672687,7,0
830.05816,1,?,0,202.386635,0,0,26.666667,0.007246,0,1000.0001,1,317.145374,0,163.963728,?,4,6,2.482519,443.377281,0,1,272.402232,55.651124,1406.897601,2,1
18.952181,0,?,0,186.157518,0,0,746.666667,0.016304,?,112.000011,0,1206.041318,0,16.745072,?,0,5,?,99.643505,40.454817,?,18.809388,54.256385,215.977794,3,1
122.431091,0,?,0,180.429594,0,1,0,0.025084,?,84.720008,0,320.00254,0,34.468507,0,1,0,19.772744,210.017342,32.160286,1,114.358853,54.882323,107.988897,22,0
787.463132,0,?,0,215.75179,0,0,0,0.020704,0,160.000016,0,418.733482,0,30.580138,0,3,0,?,1007.726664,1.634371,3,5.898802,50.520781,6.083882,3,1
2824.064532,0,2399.975557,0,329.355609,0,0,1013.333333,0.002717,0,600.00006,0,952.071048,29,35.446871,0,3,5,2.543502,707.079295,0,1,41.792457,51.228335,30.419408,6,0
?,?,?,0,25.775656,0,1,0,0.108696,?,68.000007,0,?,0,9.946698,2,0,0,?,10.400167,?,0,?,?,261.606905,13,0
663.326345,0,2566.446451,0,248.210024,0,0,0,0,?,356.000036,0,1269.533885,1,0,?,0,1,?,742.538912,?,0,0,50.025038,0,7,1
662.994682,0,?,0,121.24105,0,0,0,0.054348,?,500.00005,0,?,0,18.074643,?,2,6,?,9.904921,?,0,0,?,0,0,0
?,?,?,0,?,0,?,?,?,?,60.000006,?,?,0,?,?,0,0,?,0,?,0,?,?,?,0,0
?,?,?,0,189.976134,0,0,0,0.021739,?,140.000014,0,?,30,0,?,?,?,?,0,?,?,?,?,0,5,0
41.410516,0,?,0,67.78043,0,0,0,0.021739,38.420348,140.000014,0,317.145374,0,0,0,0,1,26.060289,0,?,0,31.94257,55.77366,0,5,0
?,?,?,0,132.696897,0,?,?,?,?,240.000024,?,?,1,?,?,?,?,?,0,?,?,?,?,?,39,0
?,?,?,0,199.522673,0,0,0,0.021739,?,200.00002,0,?,30,0,?,?,?,?,0,?,?,?,?,0,11,0
45.011431,0,?,0,219.570406,0,0,200,0.021739,?,128.000013,0,328.256574,30,26.980262,0,0,0,21.637614,1.155574,?,0,39.78909,54.798865,0,0,1
91.017851,?,?,1,93.556086,0,0,0,?,?,120.000012,?,?,0,0,?,0,2,?,0,?,0,5.731855,?,0,4,0
127.927224,0,?,0,295.942721,0,0,0,0.014493,9.804651,168.000017,0,412.384225,30,0,0,0,0,7.466498,198.461601,15.778975,0,44.01842,51.67543,0,1,0
14.261516,0,?,0,177.565633,0,0,0,0.032609,?,320.000032,0,352.701212,0,18.212617,0,0,1,14.24418,30.771288,?,0,10.517676,53.169289,0,5,0
544.875212,?,?,0,158.472554,0,0,0,0.021739,?,165.560017,0,?,0,11.677649,0,1,3,?,488.840868,?,0,0,?,0,?,0
392.547055,0,?,0,171.837709,0,1,240,0.025362,29.84487,168.000017,0,328.891499,0,98.287926,0,2,0,20.739511,117.274265,35.572895,1,303.621364,54.747506,73.006578,15,0
498.252846,0,?,0,178.520286,0,0,0,0.014493,25.769746,580.000058,0,317.145374,0,0,0,0,1,17.472423,303.618845,?,0,34.279831,55.192789,0,16,0
960.401786,0,?,0,209.069212,0,0,133.333333,0.013834,6.854579,120.000012,0,475.876793,0,23.24241,0,4,1,?,353.968861,19.51459,0,217.0314,54.161242,270.732728,1,0
9.523471,0,?,0,126.968974,0,0,53.6,0.021739,?,86.400009,0,329.526425,0,8.842903,0,0,0,18.289637,1.28764,?,0,9.01515,54.060942,0,7,0
10.186797,?,?,0,117.422434,0,0,0,0.173913,?,200.00002,0,?,0,0,?,0,?,?,0.792394,?,?,?,?,0,12,0
20.231454,0,?,0,164.200477,0,0,0,0.01087,8.366801,160.000016,0,388.574513,0,0,0,0,0,20.715076,357.864796,?,0,27.935837,51.276915,0,14,0
37.904363,0,?,0,128.878282,0,0,0,0.043478,0,38.400004,0,?,0,6.208847,0,0,0,?,26.413123,0,0,0,50.025038,57.796874,17,0
272.86403,?,2443.29448,0,168.019093,0,0,0,0.016304,?,70.000007,0,?,0,1.768581,?,1,1,?,686.311977,?,0,?,?,0,0,0
165.310401,0,?,0,177.565633,0,0,80,0.043478,11.629853,152.000015,0,350.796435,0,3.951084,0,0,1,7.873551,35.723748,?,0,15.470443,53.263228,0,17,0
198.997903,0,?,0,265.393795,0,0,0,0.001449,?,208.000021,0,1220.644608,29,21.724692,0,0,1,6.533117,93.964684,?,0,64.219035,51.469705,115.593749,0,1
11.845113,?,?,1,50.596659,0,0,0,?,?,240.000024,?,?,0,0,?,0,2,?,0,?,0,?,?,0,10,0
9.476091,?,?,3,34.367542,0,0,0,?,?,258.360026,?,?,0,0,?,0,1,?,0,?,0,?,?,0,3,0
?,?,?,?,?,0,?,?,?,?,92.000009,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
714.971039,0,?,0,289.260143,0,0,0,0.001449,0,360.000036,0,475.876793,29,15.666363,0,3,4,17.036214,715.960707,?,1,208.906635,53.784677,0,0,1
5085.486183,0,2657.834907,0,270.167064,0,0,0,0.007905,?,750.000075,0,475.876793,0,150.567671,0,5,3,15.872425,2415.942301,0,2,1191.27979,54.668156,2714.932127,0,1
12.55582,?,?,1,36.27685,0,0,0,?,?,480.000048,?,?,0,0,?,0,3,?,0,?,0,?,?,0,8,0
64.532177,0,?,0,265.393795,0,0,0,0.021739,?,277.388028,0,440.320955,30,20.63344,0,0,0,10.104903,34.667224,10.96708,0,17.362512,52.256957,39.54523,0,0
1198.725466,0,?,0,169.928401,0,0,0,0.034783,34.738956,380.000038,0,317.145374,0,103.781815,0,2,0,22.890084,59.198411,39.241971,0,209.79702,55.222834,827.407886,3,0
23.690227,0,?,0,127.923628,0,?,?,0.032609,0,26.000003,0,428.257367,0,?,0,0,3,?,16.508202,0,0,0,50.025038,?,2,0
118.451133,?,?,0,191.885442,0,0,0,0,?,216.000022,0,?,0,0,?,0,3,?,96.011701,?,0,?,?,0,1,1
35.53534,0,?,0,124.105012,0,0,0,0.076087,?,280.000028,0,?,0,7.400444,?,0,0,?,888.669513,?,0,26.989802,54.882323,62.359786,7,0
302.050389,0,2844.120966,0,218.615752,0,0,0,0.005435,24.61178,280.000028,0,317.145374,0,56.607122,0,2,3,9.143842,1689.317295,?,0,401.285494,54.758805,0,9,0
265.330538,0,?,0,210.023866,0,0,0,0.017391,27.554663,480.000048,0,2220.970008,0,71.232406,0,0,4,?,257.164766,39.417514,0,137.620167,54.147889,0,?,1
1366.499651,0,?,0,205.250597,0,0,106.666667,0.023913,9.265821,246.000025,0,341.27255,1,132.668631,0,5,1,21.468333,151.347193,13.254949,0,218.25568,54.846062,775.694893,8,0
1099.984601,0,?,0,238.663485,0,0,0,0.021739,5.549978,260.000026,0,386.352273,1,51.74039,0,4,1,15.803434,413.761567,?,1,201.560957,54.011017,146.013156,6,0
?,?,?,0,?,0,?,?,?,?,300.00003,?,?,0,?,?,?,?,?,0,?,?,?,?,?,13,0
14.403658,0,?,0,158.472554,0,0,0,0.024155,33.913432,28.000003,0,317.145374,0,0,0,0,0,23.000767,0,?,0,16.917319,55.099316,0,7,0
?,?,?,1,?,0,?,?,?,?,107.520011,?,?,0,?,?,?,?,?,0,?,?,?,?,?,3,0
1539.438305,0,?,0,333.174224,0,0,3066.666667,0,?,560.000056,0,1856.840134,30,354.092414,?,0,5,4.20918,226.162363,?,0,196.886434,51.794358,1581.809194,0,1
501.379956,1,?,0,190.930788,0,1,0,0.007246,0,300.00003,0,317.145374,0,23.367842,0,2,1,22.920097,299.062582,0,1,296.553931,55.379736,287.463402,4,1
464.13892,0,?,0,229.116945,0,0,0,0.01087,20.361446,300.00003,0,627.941492,0,0,0,1,2,13.800996,46.685194,?,0,102.171705,53.071607,0,3,1
78.651552,0,?,0,46.778043,0,0,0,0.065217,?,208.000021,0,?,0,11.815624,0,1,0,?,171.718314,?,0,0,50.025038,127.761512,11,0
952.015446,0,?,0,315.990454,0,0,0,0.01087,?,160.000016,0,1303.819872,30,260.194582,0,1,2,0.685965,796.091518,19.326593,0,160.603236,52.046491,101.905015,0,1
298.496855,0,?,0,213.842482,0,0,0,0.015217,26.327532,180.000018,0,334.288367,30,238.118682,0,0,0,20.971183,107.501409,37.662079,0,347.361538,54.725421,445.644321,4,0
?,?,?,0,40.095465,0,0,0,?,?,152.000015,?,?,0,0.40138,0,0,0,?,0,?,0,?,?,0,6,0
568.565438,0,?,0,220.52506,1,1,0,0.019022,33.467202,320.000032,0,317.145374,30,48.32866,0,1,0,22.184163,86.205829,33.328457,0,781.090444,55.032549,10.646793,4,1
?,?,?,0,66.825776,0,?,?,?,?,200.00002,?,?,0,?,?,?,?,?,0,?,?,?,?,?,0,0
?,0,?,1,187.112172,0,0,0,0.065217,9.036145,340.000034,0,386.669736,0,42.972746,0,?,0,5.726858,7.230592,?,?,116.863062,51.377066,200.76809,11,0
1044.359949,0,?,0,285.441528,0,0,0,0.005435,?,1720.000172,0,1193.660267,0,46.083441,?,1,4,7.76266,2562.436082,?,0,189.819001,51.740706,292.026313,8,1
9.476091,?,?,0,55.369928,0,0,0,?,?,60.000006,?,?,0,0,?,1,2,?,0,?,0,?,?,0,18,0
?,?,?,?,?,0,?,?,?,?,292.000029,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
18.952181,0,?,0,169.928401,0,0,106.666667,0.01087,0,128.000013,0,444.130509,0,6.810917,0,0,2,?,13.206561,?,0,0,50.025038,0,1,0
14.214136,?,?,1,95.465394,0,0,0,?,?,520.000052,?,?,0,0,?,0,1,?,0,?,0,?,?,0,7,0
?,?,?,1,48.687351,0,0,0,?,?,120.000012,?,?,0,0,?,0,1,?,0,?,0,?,?,0,15,0
?,0,?,0,164.200477,0,0,0,0.01087,?,280.000028,0,461.908428,0,12.317349,?,?,2,17.517861,82.904189,?,?,85.922175,53.890836,41.0662,0,0
?,?,?,1,98.329356,0,0,0,0.086957,?,12.720001,0,?,0,0,?,?,?,?,0,?,?,?,?,0,?,0
?,?,?,0,?,0,?,?,?,?,10.000001,?,?,0,?,?,?,?,?,0,?,?,?,?,?,11,0
379.043626,0,?,0,278.75895,0,0,0,0.003623,?,320.000032,0,1022.865261,1,152.637286,?,0,2,5.215402,507.46212,0,0,76.962673,51.607411,1560.515609,0,1
54.487521,0,?,0,184.24821,0,?,?,0.021739,33.383534,123.285012,0,317.7803,30,?,0,0,0,22.667552,0.165082,47.588271,?,111.019909,55.025872,?,42,0
461.959419,0,?,0,292.124105,0,0,200,0.021739,6.399582,260.000026,0,531.750252,30,9.081222,0,0,0,2.220251,350.76627,15.4251,0,135.004661,53.124423,0,3,1
?,?,?,0,67.78043,0,0,0,?,?,80.000008,?,?,0,0,?,0,2,?,0,?,0,?,?,9.125822,2,0
137.403314,0,?,0,207.159905,0,0,133.333333,0.021739,?,300.00003,0,319.367614,0,39.209808,0,1,1,11.992546,293.416777,?,0,73.56808,54.962444,0,7,0
5429.563034,0,2592.204831,0,333.174224,0,0,4880,0.008361,?,444.000044,0,1070.484686,30,574.588005,0,2,3,8.494624,2562.634181,24.318143,1,791.329874,54.714681,518.650899,0,1
1915.30744,?,?,0,86.873508,0,0,0,0.021739,?,520.000052,0,?,0,110.831051,1,2,4,?,1536.418331,?,0,0,?,0,1,0
?,?,?,0,?,0,?,?,0,?,152.000015,0,?,0,?,?,?,?,?,0,?,?,?,?,?,0,0
?,0,?,0,205.250597,0,0,0,0.007246,18.674699,280.000028,0,563.496536,0,0,?,?,8,17.202172,14.59325,26.714542,?,166.39074,53.821256,0,0,0
?,?,?,0,89.73747,0,0,0,?,?,292.000029,?,?,0,0,?,0,1,?,0,?,0,?,?,0,6,0
938.132973,0,2650.857216,0,328.400955,0,0,5333.333333,0.01087,?,260.000026,0,2417.796967,30,2115.285115,0,0,7,3.919602,686.344993,?,0,860.056484,52.204557,0,0,1
?,?,?,0,?,0,?,?,?,?,140.000014,?,?,0,?,?,?,?,?,0,?,?,?,?,?,0,0
?,?,?,0,?,0,?,?,?,?,34.848003,?,?,0,?,?,?,?,?,0,?,?,?,?,?,2,0
?,?,?,1,24.821002,0,?,?,?,?,152.000015,?,?,0,?,?,?,?,?,0,?,?,?,?,?,18,0
16.393637,?,?,0,?,0,?,?,?,?,14.000001,?,?,0,?,?,0,0,?,0,?,0,?,?,?,6,0
?,?,?,0,?,0,?,?,?,?,300.00003,?,?,0,?,?,?,?,?,0,?,?,?,?,?,7,0
?,?,?,?,?,0,?,?,?,?,100.00001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0
833.895976,0,?,0,272.076372,0,0,1733.333333,0,?,225.236023,0,1586.996722,0,326.823661,?,0,2,2.626168,482.006473,?,0,51.030204,50.60858,0,?,1
47.380453,?,?,0,35.322196,0,0,0,?,?,160.000016,?,?,0,3.261212,0,1,1,?,0,?,0,?,?,22.814556,0,0
?,0,?,0,163.245823,0,0,0,0.021739,8.31899,138.084014,0,484.130826,0,0,0,?,0,5.625971,17.366628,?,?,9.682939,51.269762,0,33,0
98.977767,?,?,0,156.563246,0,?,?,0.021739,?,128.000013,0,?,0,?,?,0,0,?,55.896771,?,0,0,?,?,13,0
?,?,?,0,161.336516,0,0,0,0.013834,?,96.00001,0,?,0,4.741301,?,0,1,?,0,?,0,?,?,0,8,0
142.14136,0,?,0,222.434368,0,0,613.333333,0.021739,16.928826,128.000013,0,338.732847,0,3.349014,0,0,0,11.474548,92.115765,?,0,98.554515,54.351527,0,17,0
?,?,?,0,?,0,?,?,?,?,116.000012,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0
142.14136,0,?,0,304.534606,0,0,800,0,?,200.00002,0,1112.389781,30,46.948916,?,0,1,3.727293,82.70609,?,0,27.546293,50.851277,0,2,1
187.15279,0,?,0,141.288783,0,1,0,0.019022,17.570281,260.000026,0,320.320003,0,29.4638,0,1,3,21.685857,16.937415,29.477644,1,1100.683092,54.989005,264.648846,4,0
325.361572,1,?,0,173.747017,0,0,0,0.014493,33.400268,9.600001,0,317.145374,0,2.333021,0,1,0,22.856879,45.694702,31.900665,0,413.416993,55.242864,0,4,0
?,?,?,8,?,0,?,?,?,?,36.000004,?,?,0,?,?,?,?,?,0,?,?,?,?,?,1,0
244.151475,?,2441.482062,0,175.656325,0,0,0,0.014493,?,140.000014,0,?,0,27.068063,?,1,2,?,1010.037812,?,0,?,?,0,?,0
?,?,?,0,122.195704,0,?,?,0.043478,?,4,0,?,0,?,?,?,?,?,0,?,?,?,?,?,7,0
99.498952,0,2341.534768,0,254.892601,0,0,560,0.021739,?,240.000024,0,675.243454,30,91.84076,0,0,0,10.494376,100.79908,?,0,54.090903,52.3428,0,2,1
9.476091,?,?,0,134.606205,0,0,0,?,?,140.000014,?,?,0,0,?,0,0,?,9.904921,?,0,?,?,0,7,0
161.093541,0,2372.414976,0,248.210024,0,0,0,0,?,172.000017,0,952.071048,1,15.703992,?,0,1,?,535.129866,?,0,44.686209,52.14137,101.905015,10,0
?,?,?,?,?,0,?,?,?,?,9.600001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
23.690227,0,?,3,126.01432,0,0,0,0.173913,?,160.000016,0,317.7803,0,1.630606,?,0,2,22.606967,0.066033,?,0,27.71324,55.012519,18.251645,0,0
564.5381,0,?,0,198.568019,0,0,80,0.002717,?,230.400023,0,412.384225,0,68.008823,0,2,3,?,237.354924,?,0,0,50.025038,0,0,1
49.749476,?,?,0,?,0,0,0,?,?,148.000015,?,?,0,0,?,0,1,?,0,?,0,?,?,0,4,0
54.487521,0,?,0,170.883055,0,0,0,0.014493,28.380187,320.000032,0,365.399725,0,158.6329,0,0,1,19.244522,8007.46831,?,0,47.190417,54.271407,0,9,0
?,?,?,0,147.97136,0,0,0,0.043478,?,180.000018,0,?,0,0,?,?,?,?,10.036987,?,?,?,?,0,9,0
1999.455125,0,?,0,186.157518,0,0,0,0.021739,16.097724,220.000022,0,646.671799,0,0,0,2,2,10.906567,1032.654048,?,0,53.534412,52.43365,0,3,0
16.346256,?,2424.187966,0,105.011933,0,0,0,0.013043,?,80.000008,0,?,0,3.624963,?,0,?,?,7.197576,?,?,?,?,0,14,0
1619.41651,0,2464.086165,1,173.747017,0,0,0,0.014493,?,208.000021,0,?,0,74.61905,?,4,3,?,462.196631,?,0,0,50.025038,0,16,0
?,?,?,0,?,0,?,?,?,?,100.00001,?,?,0,?,?,0,?,?,0,?,?,?,?,?,0,0
981.438708,0,?,0,274.940334,0,0,160,0.009317,5.328504,160.000016,0,440.638418,1,67.858305,0,3,1,7.968215,1084.423769,7.714799,0,68.893557,52.058087,0,2,2
?,?,?,0,48.687351,0,0,0,?,?,140.000014,?,?,0,7.174667,?,0,1,?,0,?,0,?,?,0,3,0
?,?,?,0,?,0,?,?,?,?,8.400001,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0
453.952122,0,?,0,206.205251,0,0,0,0.01087,?,280.000028,0,395.241232,1,36.48795,?,3,1,15.650598,352.945352,?,0,101.726513,54.047071,392.410358,3,0
965.945299,0,?,0,216.706444,0,1,0,0.027174,16.900937,144.000014,0,631.433583,0,21.498916,0,5,3,11.451829,275.951099,23.493203,0,94.436484,53.229845,208.372942,28,0
31.128958,0,?,0,83.054893,0,0,93.333333,0.021739,6.581883,100.00001,0,?,0,12.480409,?,0,0,?,268.720507,30.640335,0,23.150016,55.132699,0,17,0
0,?,?,0,56.324582,0,?,?,?,?,152.000015,?,?,0,?,?,0,4,?,0,?,0,?,?,?,14,0
23.690227,0,?,0,304.534606,0,0,0,0.01087,?,120.000012,0,473.654553,30,19.26624,?,0,1,?,70.357956,?,0,0.389544,50.095143,0,2,1
379.51743,0,?,0,268.257757,0,0,0,0.005435,?,136.000014,0,817.466805,30,0,0,0,4,16.730262,119.387315,?,0,246.191516,53.717243,0,20,0
?,?,?,0,82.100239,1,?,?,?,?,119.400012,?,?,0,?,?,?,?,?,0,?,?,?,?,?,7,0
?,?,?,?,?,1,?,?,?,?,128.000013,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,0
2932.091966,0,2536.768415,0,360.859189,0,0,0,0.01087,?,500.00005,0,475.876793,30,64.873042,0,2,1,0.854069,2363.34717,0,2,94.102589,53.535303,205.331001,1,1
?,?,?,1,?,1,?,?,0.086957,?,20.000002,0,?,0,?,?,?,?,?,30.276042,?,?,?,?,?,1,0
923.918837,0,?,0,179.47494,0,0,0,0.017391,34.843076,220.000022,0,317.145374,0,0,0,0,2,1.331751,913.728963,?,0,67.613628,55.563345,0,31,0
?,?,?,0,171.837709,0,0,0,0.043478,?,6.400001,0,?,1,0,?,?,?,?,0,?,?,?,?,0,8,0
?,?,?,1,?,0,?,?,?,?,100.00001,?,?,0,?,?,0,1,?,0,?,0,?,?,?,26,0
818.497329,0,?,0,196.658711,0,0,133.333333,0.02795,?,112.000011,0,318.732688,1,16.193174,0,5,1,21.97496,91.026224,13.678721,0,177.798801,55.024203,161.22286,2,0
4045.106191,0,?,1,172.792363,0,0,0,0.014493,?,40.000004,0,355.558378,0,139.818213,0,4,3,19.070157,1117.902402,?,0,287.59443,54.100381,0,11,0
?,?,?,0,71.599045,1,0,0,0.021739,?,6.360001,0,?,0,7.989971,?,0,1,?,100.270817,?,0,?,?,50.192023,15,0
461.959419,0,?,0,203.341289,0,1,0,0.014874,21.340682,142.800014,0,320.00254,1,31.884623,0,2,1,21.636341,204.866783,18.50767,2,397.390058,54.987481,135.366364,7,0
998.590432,0,?,0,142.243437,0,0,0,0.01087,?,300.00003,0,365.399725,0,185.926739,?,1,2,14.064539,213.748196,?,0,13.800971,53.129695,254.002053,12,1
810.20575,0,?,0,154.653938,0,0,0,0.014493,?,80.000008,0,329.843888,0,42.947659,0,1,2,12.494723,246.137287,?,0,508.910808,54.531798,98.863075,2,0
602.15818,0,2437.824687,0,184.24821,0,1,0,0.017391,28.596437,440.000044,0,346.034492,0,33.791178,0,1,1,19.596287,422.675996,27.193297,1,443.467494,54.804707,206.851972,1,0
?,0,?,0,124.105012,0,0,0,0.054348,27.108434,216.000022,0,?,0,0,?,?,?,?,1.881935,38.779174,?,13.522726,54.081122,0,8,0
?,?,?,2,?,0,?,?,?,?,60.000006,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0
?,?,?,0,48.687351,0,?,?,?,?,10.000001,?,?,0,?,?,0,1,?,0,?,0,?,?,?,?,0
?,0,?,1,77.326969,0,0,5040,0.065217,?,184.000018,0,6062.587798,0,85.268163,0,0,2,0.942686,0,?,0,44.63056,50.237526,0,8,0
156.355496,?,?,0,126.968974,0,0,0,0,?,172.000017,0,?,0,1.894012,?,0,3,?,55.434541,?,0,0,?,0,0,0
?,?,?,0,?,0,?,?,?,?,6.000001,?,?,0,?,?,?,?,?,0,?,?,?,?,?,2,0
?,?,?,1,17.183771,0,0,0,0.050725,?,96.00001,0,?,0,0,?,0,2,?,0,?,0,?,?,0,22,0
1892.849105,0,?,0,174.701671,0,1,0,0.002717,?,392.000039,0,0,0,71.696502,?,1,4,?,4339.973207,?,0,9.62729,50.313804,0,1,0
?,?,?,0,104.057279,0,0,0,?,?,56.000006,?,?,0,0,?,0,?,?,0,?,?,?,?,0,?,0
?,?,?,0,177.565633,0,0,0,0,?,380.000038,0,?,1,0,?,?,?,?,349.511646,?,?,?,?,0,?,0
