@RELATION Crime2LData

@ATTRIBUTE mvar_1 NUMERIC
@ATTRIBUTE mvar_2 NUMERIC
@ATTRIBUTE mvar_3 NUMERIC
@ATTRIBUTE mvar_5 NUMERIC
@ATTRIBUTE mvar_12 NUMERIC
@ATTRIBUTE mvar_14 {0,1}
@ATTRIBUTE mvar_15 NUMERIC
@ATTRIBUTE mvar_17 NUMERIC
@ATTRIBUTE mvar_18 NUMERIC
@ATTRIBUTE mvar_19 NUMERIC
@ATTRIBUTE mvar_20 NUMERIC
@ATTRIBUTE mvar_21 NUMERIC
@ATTRIBUTE mvar_24 NUMERIC
@ATTRIBUTE mvar_25 NUMERIC
@ATTRIBUTE mvar_26 NUMERIC
@ATTRIBUTE mvar_27 NUMERIC
@ATTRIBUTE mvar_28 NUMERIC
@ATTRIBUTE mvar_29 NUMERIC
@ATTRIBUTE mvar_30 NUMERIC
@ATTRIBUTE mvar_32 NUMERIC
@ATTRIBUTE mvar_34 NUMERIC
@ATTRIBUTE mvar_36 NUMERIC
@ATTRIBUTE mvar_37 NUMERIC
@ATTRIBUTE mvar_38 NUMERIC
@ATTRIBUTE mvar_39 NUMERIC
@ATTRIBUTE mvar_40 NUMERIC
@ATTRIBUTE output {0,1,2}


@DATA
248.74737927,0,?,0,132.69689737,0,0,0,0.0434782609,30.343596609,80.000008,0,326.03433361,0,29.589231476,0,0,3,14.343171384,64.348970177,?,0,186.48005676,54.565181105,0,9,?
?,?,?,?,?,0,?,?,?,?,96.0000096,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,?
29.991826872,?,?,1,131.74224344,0,0,0,0.0289855072,?,319.20003192,0,?,0,0,?,0,6,?,93.502454357,?,0,0,?,0,24,?
2207.1710316,0,?,0,323.62768496,0,0,895.2,0.001552795,?,200.00002,0,634.60821118,30,629.84047027,?,4,1,4.6810900677,1008.2879427,0,1,240.29271414,52.32070626,0,7,?
?,?,?,2,76.372315036,0,0,0,?,?,180.000018,?,?,0,0,?,0,2,?,0,?,0,?,?,0,6,?
?,?,?,0,76.372315036,0,0,0,0.0652173913,?,84.0000084,0,?,0,0,?,?,?,?,7.3626579525,?,?,?,?,0,2,?
775.00207289,1,?,0,99.284009547,0,1,0,0.0163043478,?,340.000034,0,317.14537417,0,98.576418047,1,1,2,21.464947609,63.160379656,3.9497307002,0,402.06458075,55.104395724,838.05467889,3,?
310.19982706,?,?,1,89.737470167,0,0,66.666666667,0.0217391304,?,240.000024,0,?,0,41.191621945,?,1,2,?,62.632117202,?,0,0,?,109.5098673,0,?
?,?,?,0,61.097852029,0,0,0,?,?,140.000014,?,?,0,0,?,?,?,?,0,?,?,?,?,0,7,?
593.86660033,0,?,0,341.76610979,0,0,0,0,?,348.0000348,0,1313.9786824,30,68.096624708,?,0,3,0.4046066405,838.81474414,?,0,15.693039692,50.530340966,0,0,?
868.72060931,0,?,0,188.06682578,0,0,0,0.0108695652,25.95567455,600.00006,0,326.03433361,0,46.422105,0,1,4,18.047976486,1019.4144706,37.130128333,0,484.14696921,54.752128192,252.48108293,45,?
?,?,?,2,52.505966587,0,?,?,?,?,320.000032,?,?,0,?,?,0,1,?,0,?,0,?,?,?,5,?
411.26233372,0,?,0,211.93317422,0,0,0,0.0108695652,?,4.80000048,0,887.94355511,0,39.586101967,0,1,1,6.3334296816,138.07459891,?,0,90.37410092,52.309165503,375.67968364,1,?
280.49228291,0,?,0,204.29594272,0,0,0,0.0163043478,?,240.000024,0,1033.6589973,0,20.219517228,0,0,1,12.233091845,144.21564994,?,0,147.0805103,52.726027817,695.08346325,1,?
71.070679791,?,?,0,134.60620525,0,0,0,0.0434782609,?,100.00001,0,?,0,0,?,0,1,?,454.10761201,?,0,?,?,0,3,?
653.85025408,0,2421.3881395,0,182.33890215,0,1,0,0.0144927536,?,260.000026,0,335.87568155,0,72.110424654,?,2,2,11.296381458,246.79761523,36.880892895,1,411.85881829,54.796194291,103.42598578,2,?
4808.5474338,0,?,0,207.15990453,0,1,0,0.0135869565,?,480.000048,0,335.55821872,0,51.050518062,0,6,6,20.354176901,184.23153083,41.571913026,1,418.87060198,54.842263395,196.2051789,13,?
?,?,?,?,?,0,?,?,?,?,144.0000144,?,?,30,?,?,?,?,?,0,?,?,?,?,?,?,?
14.214135958,?,?,0,51.551312649,0,0,0,0.1086956522,?,8.0000008,1,?,0,0,?,0,0,?,36.615191342,?,0,?,?,0,0,?
837.21260794,0,?,0,123.150358,0,1,186.66666667,0.0173913043,?,128.0000128,1,375.24107334,0,114.18006534,0,1,5,22.737936851,2283.876687,53.578343366,1,658.32857997,55.629031783,267.69078672,0,?
?,?,?,1,?,0,?,?,?,?,80.000008,?,?,0,?,?,0,2,?,0,?,0,?,?,?,20,?
1014.0364593,4,?,0,135.56085919,0,2,1333.3333333,0.0139751553,1.2244098345,25.248002525,3,317.14537417,0,102.1386655,2,4,1,24.362923993,481.77535804,43.690914899,0,1065.9580684,56.221832749,821.32400472,7,?
23.690226597,0,2428.9904449,0,166.1097852,0,0,0,0.0579710145,?,101.92001019,0,320.0025397,0,13.37097107,0,0,1,22.288898093,30.309058298,?,0,27.323696768,54.94241362,92.779193125,2,?
?,?,?,?,?,1,?,?,?,?,160.000016,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?
80.54677043,0,2731.7037691,0,320.76372315,0,0,453.33333333,0.0124223602,?,204.34402043,0,532.06771482,30,827.85878197,0,0,2,5.2712641475,671.09141499,?,0,346.13725845,53.038381101,3145.366744,?,?
26.059249257,?,?,0,101.19331742,0,0,0,0.0217391304,?,120.000012,0,?,0,2.0947018468,?,0,2,?,0,?,0,?,?,0,1,?
?,?,?,?,?,0,?,?,?,?,180.000018,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24,?
?,?,?,0,67.780429594,0,0,0,0.0869565217,?,140.000014,0,?,0,0,?,?,?,?,33.445616618,?,?,?,?,0,2,?
1086.670694,0,?,0,133.65155131,0,1,0,0.0173913043,?,400.00004,0,317.14537417,0,56.39388924,?,3,2,14.430022556,722.29985663,?,0,346.35985476,55.983975964,0,8,?
?,?,?,?,?,0,?,?,?,?,60.000006,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,0,?,0,?,?,?,?,105.0000105,?,?,1,?,?,?,?,?,0,?,?,?,?,?,4,?
?,?,?,0,244.39140811,0,0,0,0.0217391304,?,600.00006,0,?,30,0,?,?,7,?,79.338417309,?,?,?,?,0,5,?
1868.5429326,0,?,0,191.88544153,0,0,0,0.0140664962,23.803757745,140.000014,0,317.14537417,0,322.13253191,0,2,1,18.331180887,476.88893034,27.436357777,1,2503.0398308,55.032548823,147.53412677,16,?
879.61811355,?,?,1,114.55847255,0,0,0,0.0543478261,?,320.000032,0,?,0,0,?,2,2,?,25.191515775,?,0,0,?,0,1,?
?,?,?,?,?,0,?,?,?,?,32.0000032,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
94.760906388,0,?,0,328.40095465,0,0,0,0,?,240.000024,0,952.07104818,30,0,?,0,9,?,89.144289111,?,0,0,50.025037556,0,3,?
?,?,?,2,?,0,?,?,?,?,200.00002,?,?,0,?,?,?,?,?,0,?,?,?,?,?,0,?
?,?,?,2,114.55847255,0,0,0,0.0081521739,?,720.000072,0,?,0,0,?,0,0,?,0,?,0,?,?,0,6,?
253.48542459,0,2536.757113,0,204.29594272,0,0,0,0.018115942,8.8130298974,504.0000504,0,387.30466115,0,0,0,0,2,5.9613499066,714.14480499,?,0,81.637195843,54.989627298,0,11,?
?,0,?,0,106.92124105,0,?,?,0.0434782609,23.560910308,80.000008,0,?,0,?,?,?,?,?,14.626266695,33.704368642,?,9.7942375381,53.550325488,?,6,?
?,?,?,0,117.42243437,0,0,0,0.0434782609,?,80.000008,0,?,0,0,?,?,?,?,9.2115765415,?,?,?,?,0,0,?
75.80872511,0,?,0,310.26252983,0,0,186.66666667,0.0072463768,0,180.000018,0,495.55948857,30,25.249310285,?,0,2,4.4575537246,48.269981734,0,0,7.6795726151,51.012232635,0,0,?
170.5696315,0,?,0,232.93556086,0,0,80,0.0163043478,0,120.000012,0,355.24091461,30,18.777057872,0,0,0,19.503383674,48.33601454,0,0,157.82078215,54.458354198,354.38609833,12,?
369.66229582,0,?,1,99.284009547,0,0,0,0.0652173913,33.355644801,160.000016,0,317.14537417,0,4.3148349419,0,5,1,22.726243133,0.0330164034,?,0,44.574910614,55.052578868,0,20,?
1084.9649977,4,2461.7863239,0,207.15990453,0,3,200,0.0137681159,13.907481779,550.000055,0,317.14537417,30,96.030163707,0,5,2,20.219383425,637.05150311,31.719535896,1,712.92032443,55.211388511,79.090459713,15,?
?,?,?,0,253.93794749,0,0,0,0,?,216.0000216,0,?,30,0,?,?,?,?,33.709747845,?,?,?,?,0,?,?
1996.6122976,0,?,0,194.74940334,0,0,290.66666667,0.0031055901,?,180.000018,0,475.55932984,0,40.388861956,?,2,2,5.550240159,353.73774576,?,0,143.35202215,50.035052579,0,?,?
?,?,?,0,?,0,?,?,0.0434782609,?,60.000006,0,?,0,?,?,?,?,?,0,?,?,?,?,?,1,?
165.83158618,0,?,0,245.34606205,0,0,0,0.0118577075,14.687320711,380.000038,0,940.64238605,30,0,0,0,0,9.9491144582,88.516977447,?,0,85.476982151,52.222619644,0,8,?
?,?,?,0,75.417661098,0,0,0,?,?,138.0000138,?,?,0,0,?,0,?,?,0,?,?,?,?,0,0,?
312.71099108,0,?,0,348.44868735,0,0,0,0,?,225.0000225,0,634.60821118,30,34.92005953,?,1,5,6.3882819701,193.41009097,?,0,125.59996661,51.54231347,135.36636374,?,?
1459.697002,0,?,0,251.07398568,0,0,0,0.0072463768,?,320.000032,0,793.33962968,1,0,0,0,9,2.8428864441,874.50547618,?,0,212.63512291,50.696890275,0,?,?
47.380453194,0,?,0,316.9451074,0,0,0,0.0217391304,0.8165997323,160.000016,0,626.35417741,30,0,0,0,0,0.5273778258,32.157976887,?,0,10.183781077,50.155232849,0,3,?
279.54467384,0,?,0,278.75894988,1,0,0,0.0217391304,?,260.000026,0,799.68888642,30,21.411114087,0,0,0,5.4312347057,178.75080787,?,0,27.045451384,51.22684026,0,1,?
?,?,?,0,?,0,?,?,?,?,136.0000136,?,?,0,?,?,?,?,?,0,?,?,?,?,?,10,?
170.5696315,0,?,0,196.65871122,0,0,0,0.0038363171,?,224.0000224,0,345.39956666,0,36.023854515,0,0,1,14.526252645,137.05109041,?,0,110.46341769,54.661158404,68.44366706,7,?
832.66408443,0,2480.1261567,0,318.85441527,0,0,0,0.0054347826,0,180.000018,0,1110.8024667,30,30.994061458,0,1,1,?,635.63179777,?,0,0,50.025037556,0,?,?
?,?,?,1,?,0,?,?,?,?,120.000012,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?
10786.776116,0,3054.1974333,0,377.08830549,0,0,9333.3333333,0.0054347826,0,864.0000864,0,5551.1551679,30,1649.7721228,?,6,2,1.1994007881,3188.3940739,0,1,164.22042599,50.567517944,0,0,?
35.535339896,0,?,0,157.51789976,0,0,0,0.0217391304,?,124.0000124,0,?,0,3.0856087084,?,1,0,?,33.049419778,?,0,26.322013384,54.762143215,65.401726301,85,?
489.39270104,0,?,0,192.84009547,0,1,0,0.0190217391,?,240.000024,0,319.05015119,0,81.718458274,0,2,2,14.301676075,955.36264805,56.349491323,0,391.49125614,55.918878317,0,1,?
?,?,?,?,?,0,?,?,?,?,40.000004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,3,93.556085919,0,?,?,?,?,439.06004391,?,?,0,?,?,?,?,?,0,?,?,?,?,?,27,?
2668.893548,0,2693.950184,0,250.11933174,0,0,0,0.0036231884,?,280.000028,0,1745.7281407,1,648.69278689,0,3,4,?,1594.2960862,?,0,0,50.025037556,0,?,?
246.37835661,0,?,0,195.70405728,0,0,0,0.0124223602,32.525937082,272.0000272,0,345.7170295,0,1.705864977,0,0,0,22.058865961,339.14449546,?,0,173.06862922,54.891712569,380.24259478,8,?
213.21203937,?,?,0,135.56085919,0,0,0,0.0289855072,?,48.0000048,0,?,0,0,?,0,2,?,0,?,0,0,?,0,11,?
?,?,?,?,?,0,?,?,?,?,3.4520003452,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2380.1570662,0,?,0,243.43675418,0,0,0,0.0093167702,?,80.000008,0,317.14537417,0,26.942632137,0,3,1,22.981834391,219.49304963,0,1,115.58313276,55.095142714,0,0,?
85.237435296,0,?,0,225.29832936,0,0,200,0.0186335404,0,1400.00014,0,357.78061731,0,34.11729954,0,0,0,16.536390856,2167.3287831,?,0,51.809290613,53.750625939,0,9,?
?,?,?,0,?,0,?,?,?,?,160.000016,?,?,0,?,?,?,?,?,0,?,?,?,?,?,0,?
?,?,?,1,43.914081146,0,0,0,?,?,160.000016,?,?,0,0.890561863,?,0,2,?,0,?,0,?,?,0,25,?
53.113488031,?,?,0,114.55847255,0,0,0,0.027173913,?,140.000014,0,?,0,4.0137999459,?,1,3,26.282432606,0,?,0,28.993169076,?,0,17,?
73.439702451,0,?,0,211.93317422,0,0,0,0.0186335404,2.4971681598,300.00003,0,398.41586044,0,5.9078117954,?,0,1,14.943016024,537.67212896,6.5885839674,0,43.573227229,53.323318311,0,7,?
43.921680111,0,?,0,157.51789976,0,0,0,0.0217391304,20.833333333,104.0000104,0,317.14537417,30,0,0,0,0,42.100060456,39.025388789,21.749166453,0,69.283100767,59.308963445,0,14,?
546.58090805,0,?,0,237.70883055,0,0,0,0.0195652174,14.330047463,124.0000124,0,339.6852356,0,20.608354097,0,2,1,18.301006262,86.635042455,0.1175147856,0,76.573129843,54.321482223,66.92269668,7,?
92.86568826,0,?,0,99.284009547,0,0,0,0.047826087,?,260.000026,0,?,0,0,?,1,2,?,0,?,0,0,?,0,32,?
1031.046042,0,?,0,196.65871122,0,1,0,0.016722408,5.3494400884,550.000055,0,317.14537417,1,127.17474266,0,2,1,11.803015651,430.07167036,27.724930107,2,524.10300644,55.112669004,0,24,?
852.09007024,0,?,0,152.74463007,0,1,0,0.0062111801,?,272.0000272,0,?,0,9.8212667427,?,4,6,?,54.708180392,?,0,141.51560261,54.500982243,205.33100118,2,?
?,?,?,?,?,0,?,?,?,?,68.0000068,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,?
?,0,?,?,?,0,?,?,0.0217391304,33.032128514,136.0000136,0,321.27239105,30,?,0,?,0,22.402494207,0.4292132439,?,?,54.925638921,54.967451177,?,9,?
?,?,?,0,?,0,?,?,?,?,80.000008,?,?,0,?,?,?,?,?,0,?,?,?,?,?,7,?
52.118498513,?,?,0,216.70644391,0,0,0,?,?,40.000004,?,?,30,22.866116567,0,0,0,?,0,?,0,?,?,0,14,?
798.36063632,0,?,1,92.601431981,0,0,80,0.0362318841,?,120.000012,0,325.39940793,0,54.976516135,0,2,1,9.5693788756,741.48238699,?,0,33.222498922,54.598564513,63.880755922,9,?
26.390912429,?,?,0,71.599045346,0,0,0,?,?,140.000014,?,?,0,0,?,0,0,?,0,?,0,?,?,0,12,?
35.535339896,0,?,0,242.48210024,0,0,0,0.0217391304,?,100.00001,0,?,30,5.9579842948,?,0,?,?,24.498171304,25.66128067,?,22.370928922,52.709063595,38.024259478,3,?
?,?,?,?,?,0,?,?,?,?,6.40000064,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
35.535339896,0,?,0,140.33412888,0,0,0,0.0217391304,30.455153949,6.0000006,0,331.43120183,0,0,0,0,0,20.653114044,1.4857381519,?,0,25.320329999,54.581872809,0,1,?
?,?,?,0,?,0,?,?,?,?,80.000008,?,?,0,?,?,?,?,?,0,?,?,?,?,?,2,?
?,?,?,0,84.964200477,0,?,?,?,?,8.0000008,?,?,0,?,?,?,?,?,0,?,?,?,?,?,4,?
