@relation Crime1TrainData-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1

@attribute mvar_1 numeric
@attribute mvar_2 numeric
@attribute mvar_3 numeric
@attribute mvar_5 numeric
@attribute mvar_12 numeric
@attribute mvar_14 {0,1}
@attribute mvar_17 numeric
@attribute mvar_18 numeric
@attribute mvar_19 numeric
@attribute mvar_20 numeric
@attribute mvar_24 numeric
@attribute mvar_25 numeric
@attribute mvar_26 numeric
@attribute mvar_27 numeric
@attribute mvar_28 numeric
@attribute mvar_29 numeric
@attribute mvar_30 numeric
@attribute mvar_32 numeric
@attribute mvar_34 numeric
@attribute mvar_36 numeric
@attribute mvar_37 numeric
@attribute mvar_38 numeric
@attribute mvar_39 numeric
@attribute mvar_40 numeric
@attribute output {0,1,2}

@data
54.487521,0,?,0,195.704057,0,0,0.013043,?,112.000011,333.335979,0,13.747265,1,0,2,18.154,125.297251,1.675643,0,31.553027,54.181272,0,0,0
?,?,?,0,?,0,?,?,?,160.000016,?,0,?,?,?,0,?,0,?,?,?,?,?,5,0
277.175651,0,2422.321415,0,180.429594,0,0,0.018634,?,234.400023,343.177327,0,14.587654,0,2,1,18.818952,64.216905,?,1,105.176755,54.445001,196.205179,7,1
1191.334115,0,?,0,150.835322,0,906.666667,0.01087,?,1572.000157,339.05031,0,264.873167,0,2,5,20.375744,983.591673,?,0,407.184296,54.930926,1616.791513,4,0
?,0,?,0,202.386635,0,0,0.021739,0,84.000008,?,30,0,?,?,?,?,13.206561,0,?,35.671058,54.037306,0,4,0
60.504839,0,?,0,113.603819,0,0,0.021739,?,150.000015,?,0,0,?,0,3,?,0,?,0,0,?,0,5,0
132.665269,0,?,0,222.434368,0,0,0.021739,17.570281,320.000032,347.304344,30,25.186595,0,0,0,19.078996,14.725316,?,0,130.997927,54.356535,438.039469,13,0
3127.157291,0,?,0,334.128878,0,7333.333333,0,?,1200.00012,4920.356511,30,93.84766,?,1,6,1.364081,1331.320433,?,0,93.323502,50.330405,0,?,1
23.690227,0,?,0,157.5179,0,0,0.059783,26.982932,232.000023,329.208962,0,3.41173,0,1,2,20.221449,13.932922,?,0,61.603528,54.651978,34.982319,20,0
784.620305,0,?,0,205.250597,0,0,0.014493,?,119.504012,858.102048,0,53.885264,?,1,3,18.826489,344.988399,0,0,461.664742,54.179269,860.869235,0,0
16.109354,?,?,0,153.699284,0,0,0.021739,?,50.000005,?,0,0,?,0,?,?,13.635775,?,?,?,?,0,2,0
394.726556,0,?,0,214.797136,0,0,0.021739,19.159973,320.000032,330.478813,0,28.573238,0,4,2,21.167774,152.93198,?,0,269.063287,54.888333,129.282482,4,0
2076.116698,0,?,0,353.221957,0,6666.666667,0.004831,?,0.004,473.654553,30,767.062256,?,2,7,1.636216,1131.50516,0,0,242.240432,52.66337,0,?,0
3176.954148,0,?,0,237.708831,0,0,0.004348,?,288.000029,4761.625092,0,19.354042,?,3,3,?,1301.737736,?,0,0,50.025038,0,1,1
?,0,?,0,290.214797,0,0,0.007246,?,96.00001,557.147279,30,121.091327,?,?,4,16.173476,19.083481,?,?,729.893293,54.184642,120.15666,6,1
?,?,?,1,25.775656,0,0,?,?,1600.00016,?,0,0,?,0,?,?,138.008566,?,?,?,?,0,1,0
?,?,?,0,290.214797,0,0,0,?,220.000022,?,30,0,?,?,?,?,6.636297,?,?,?,?,0,0,1
4349.572984,0,?,0,340.811456,0,5333.333333,0.004831,?,200.00002,952.388511,2,127.400519,0,3,6,1.015831,1479.33297,0,1,89.428067,50.358432,0,1,1
284.282719,0,?,0,191.885442,0,0,0.021739,14.457831,120.000012,317.145374,1,0,0,1,1,16.336462,55.467558,0,0,48.080802,55.47321,0,9,0
?,?,?,2,56.324582,0,0,?,?,80.000008,?,0,0,?,0,2,?,0,?,0,?,?,0,0,0
329.29415,0,?,0,206.205251,0,133.333333,0.003106,?,320.000032,327.304185,0,74.61905,0,1,2,18.635324,11.357643,?,1,578.082611,54.712068,483.668581,1,1
?,?,?,?,?,0,?,?,?,192.000019,?,?,?,?,?,?,?,?,?,?,?,?,?,8,0
?,?,?,1,123.150358,0,0,0.108696,?,224.992023,?,0,0,?,0,1,?,79.371434,?,0,?,?,0,19,0
2222.806581,0,?,0,281.622912,0,0,0.003953,?,120.000012,396.511083,30,180.056557,0,2,3,12.18788,851.06383,0,2,365.447488,54.674869,9.125822,7,1
777.039432,0,?,0,121.24105,0,0,0.021739,?,300.00003,?,0,0,?,3,3,?,27.238533,?,0,0,?,0,11,0
?,0,?,0,277.804296,0,0,0.007246,5.061914,160.000016,?,30,0,?,?,0,?,22.418138,7.241173,?,6.733538,50.782424,0,5,1
601.684375,3,?,0,229.116945,0,0,0.007246,5.633646,300.00003,317.145374,0,84.716265,0,1,4,22.685252,35.52565,48.354279,2,713.699412,55.43315,1329.328111,13,0
?,?,?,0,?,0,?,?,?,80.000008,?,0,?,?,?,?,?,0,?,?,?,?,?,2,0
1120.547718,0,?,0,228.162291,1,0,0.019324,1.896475,360.000036,699.053167,0,71.558527,0,1,1,6.872843,610.044085,2.712946,1,243.353413,53.024537,1235.027948,2,1
93.102591,0,?,0,121.24105,0,0,0,?,192.000019,?,0,0,?,0,0,?,0,?,0,0,?,0,0,0
?,?,?,0,83.054893,0,0,0.043478,?,100.00001,?,0,0,?,0,0,?,19.776826,?,0,?,?,0,6,0
1977.802258,0,2572.053778,0,375.178998,0,133.333333,0.009662,?,368.000037,475.876793,0,111.182259,0,3,2,0.205813,1534.569412,0,3,7.735222,50.078965,288.984372,3,1
2341.541997,0,?,0,283.53222,0,0,0,?,2000.0002,5813.696934,30,1732.055022,?,0,3,2.526724,588.15421,?,0,1230.178494,50.586661,0,?,1
?,?,?,0,84.009547,0,0,?,?,8800.00088,?,0,5.857639,?,?,0,?,116.878068,?,?,?,?,0,4,0
5877.971643,0,2993.043707,0,400,0,0,0.003623,?,168.000017,547.305931,30,58.551307,?,3,6,1.435273,4161.519547,0,0,94.65908,50.195293,0,?,1
37.904363,0,?,0,185.202864,0,0,0.021739,?,73.556007,334.923293,0,8.604584,0,0,0,20.880306,5.150559,0,0,35.838006,54.631948,47.150082,8,0
?,?,?,?,?,1,?,?,?,96.00001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
?,0,?,3,129.832936,0,?,0.065217,33.13253,92.400009,318.097763,0,?,0,0,0,22.470652,0.099049,?,0,16.527776,54.982474,?,26,0
399.654123,0,2432.637441,0,196.658711,0,120,0.016068,26.302952,180.000018,346.351955,0,92.066536,0,2,0,16.59423,216.059344,29.882306,2,315.975459,54.704056,946.043576,13,0
75.28754,0,?,0,187.112172,0,0,0.026087,14.5917,8.800001,383.81257,0,13.784894,0,0,1,12.718425,71.084316,7.085577,0,126.879895,52.929394,687.478611,12,0
?,?,?,?,?,1,?,0.021739,?,10.000001,?,30,?,?,?,?,?,0,?,?,?,?,?,8,0
?,0,?,?,?,0,?,0.021739,0.430293,81.600008,1194.612656,30,?,0,?,0,?,91.257339,0.615542,?,2.003367,50.08942,?,15,0
47.285692,?,?,2,130.78759,0,0,0.032609,?,160.000016,?,0,0.263406,?,0,1,?,0,?,0,?,?,0,1,0
?,?,?,3,51.551313,0,0,?,?,16.000002,?,0,0,?,?,?,?,0,?,?,?,?,0,10,0
885.777573,0,?,0,136.515513,0,0,0.065217,?,200.00002,340.955087,0,85.757344,2,2,1,18.497701,372.06185,?,0,471.347682,54.915185,241.83429,12,0
?,?,?,0,?,0,?,?,?,180.000018,?,0,?,?,?,?,?,0,?,?,?,?,?,18,0
?,?,?,?,?,1,?,?,?,120.000012,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
566.67022,0,?,0,206.205251,0,0,0.009153,?,140.000014,423.177962,0,99.0656,0,1,1,16.731944,127.641416,?,1,221.594624,54.451678,83.653371,6,1
1661.964157,0,?,0,156.563246,0,93.333333,0.025362,0,500.00005,317.145374,0,64.158084,2,4,3,17.754455,189.811303,0,0,401.730686,55.455684,272.253698,0,0
?,?,?,0,155.608592,0,0,0.007246,?,240.000024,?,0,0,?,0,1,?,0,?,0,?,?,0,4,0
83.484359,0,?,0,134.606205,0,0,0.01087,21.642124,120.000012,?,0,0,?,1,1,?,8.221084,30.959505,0,10.795921,53.263228,0,1,0
26.059249,0,?,0,133.651551,0,0,0.032609,?,141.520014,1078.421257,0,0,0,0,1,13.131436,0.858426,?,0,198.722854,54.598565,0,11,0
?,?,?,0,?,0,?,?,?,120.000012,?,0,?,?,?,3,?,0,?,?,?,?,?,0,0
?,?,?,1,73.508353,0,0,?,?,244.000024,?,0,0,?,0,2,?,0,?,0,?,?,0,10,0
492.756713,0,?,0,143.198091,0,0,0.016304,0.780901,252.000025,410.161985,0,20.219517,0,0,3,8.821642,984.846296,?,0,225.657007,51.974115,120.15666,11,0
?,?,?,?,?,0,?,?,?,128.000013,?,?,?,?,?,?,?,?,?,?,?,?,?,10,0
30.133968,0,?,0,143.198091,0,0,0.021739,35.475234,96.00001,317.145374,1,1.567891,0,0,0,24.060997,37.308536,?,0,35.392813,55.333,339.176395,38,0
?,?,?,?,?,1,?,?,?,9.600001,?,?,?,?,?,?,?,?,?,?,?,?,?,6,0
1196.593345,0,?,0,156.563246,0,0,0.009662,23.594378,600.00006,586.35386,0,1.241769,0,2,5,14.973308,770.569838,8.856972,0,326.548783,53.971958,0,5,0
?,?,?,?,?,0,?,?,?,83.808008,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
33.166317,0,?,0,214.797136,0,0,0.021739,16.138629,88.000009,368.256891,30,0,0,0,0,11.750019,36.252011,24.805506,0,48.303399,52.619554,0,3,0
?,?,?,0,212.887828,0,0,0.014493,?,48.000005,?,30,0,?,?,?,?,0,?,?,?,?,0,27,0
559.089348,0,2234.016101,0,163.245823,0,0,0.004348,?,496.00005,?,0,504.296334,?,2,7,?,35.426601,?,0,0,50.025038,0,2,0
163.462564,0,?,0,196.658711,0,106.666667,0.019928,?,168.000017,325.081945,0,74.731938,0,1,1,21.277893,102.020686,0,0,21.202298,54.719579,270.732728,18,0
?,?,?,?,?,0,?,?,?,280.000028,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
?,?,?,1,134.606205,0,0,0.02657,?,180.000018,?,0,0,?,0,?,?,0,?,?,?,?,0,12,0
128.874833,?,?,1,63.961814,0,?,?,?,14.000001,?,0,?,?,1,2,?,0,?,0,?,?,?,4,0
145.410611,0,?,0,203.341289,0,93.333333,0.028986,?,720.000072,323.494631,0,57.698374,?,1,3,20.779332,47.906801,?,0,34.39113,54.746405,0,5,1
?,?,?,2,?,0,?,?,?,128.000013,?,0,?,?,0,1,?,0,?,0,?,?,?,10,0
127.927224,0,?,1,121.24105,0,0,0.057971,?,160.000016,?,0,11.326442,?,1,2,?,263.73503,?,0,106.567982,55.019508,56.275904,?,0
?,?,?,2,120.286396,0,0,0.054348,?,324.275032,?,0,0,?,?,?,?,0,?,?,?,?,0,5,0
23.690227,?,?,2,139.379475,0,0,0.065217,?,320.000032,?,0,0,?,0,1,?,46.883293,?,0,?,?,0,1,0
313.942883,0,?,0,146.062053,0,0,0,?,480.000048,?,0,0,?,1,3,?,9234.324843,?,0,0,?,0,3,0
16.962202,0,?,0,143.198091,0,34.666667,0.021739,?,272.000027,317.7803,0,15.177181,?,0,1,22.470652,17.663776,58.187175,0,19.811071,56.11109,129.282482,1,0
92.818308,0,?,0,188.066826,0,0,0.016304,22.070739,320.000032,317.145374,30,0,0,0,0,24.038278,284.997594,?,0,69.728293,55.327992,0,5,0
?,0,?,0,152.74463,0,0,0.032609,6.310958,144.000014,?,0,0,?,0,0,?,13.338627,9.027956,0,3.672839,50.969311,0,18,0
1171.813368,0,?,0,220.52506,0,0,0.007246,?,160.000016,346.034492,0,0,0,2,3,11.876503,180.236546,?,0,94.714729,54.424971,0,4,0
1274.534191,?,2468.8763,1,118.377088,0,?,0.043478,?,80.000008,?,0,?,?,0,7,?,191.098943,?,0,0,?,?,0,0
43.637397,?,?,0,110.739857,0,0,0.007246,?,800.00008,?,0,0,?,0,3,?,118.760003,?,0,?,?,0,5,0
?,?,?,?,?,0,?,?,?,80.000008,?,?,?,?,?,?,?,?,?,?,?,?,?,2,0
?,?,?,0,111.694511,0,0,0.021739,?,64.000006,?,0,6.008157,?,0,?,?,0,?,?,?,?,41.0662,6,0
14.735321,0,?,0,57.279236,0,0,0.021739,?,200.00002,317.145374,0,6.233933,0,0,2,35.307013,33.973879,?,0,17.306863,57.811718,13.688733,5,0
48.517584,0,?,0,126.01432,0,0,0.014493,?,300.00003,320.320003,0,19.140808,?,1,2,21.940537,0.759377,?,0,55.704726,55.272909,66.922697,3,0
?,?,?,0,?,0,?,?,?,320.000032,?,0,?,?,?,?,?,0,?,?,?,?,?,5,0
35.53534,0,?,0,278.75895,0,0,0.021739,?,200.00002,505.400837,30,3.800567,0,0,0,4.734512,129.457318,?,0,8.736905,51.073277,0,0,0
?,?,?,?,?,0,?,?,?,260.000026,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
?,?,?,0,?,0,?,?,?,100.00001,?,30,?,?,?,?,?,0,?,?,?,?,?,2,0
?,?,?,?,?,0,?,?,?,80.000008,?,?,?,?,?,?,?,?,?,?,?,?,?,8,0
26.059249,0,?,0,121.24105,0,0,0.043478,0,84.000008,491.749935,0,0,0,0,0,?,23.507679,0,0,0,50.025038,0,2,0
42.926691,0,?,0,73.508353,0,0,0.086957,?,101.76001,317.145374,0,20.03137,?,0,1,22.970475,0,?,0,28.158433,55.092639,104.946956,25,0
35.53534,0,?,0,286.396181,0,0,0.010145,0,148.000015,555.242502,30,0,0,0,0,?,56.325984,?,0,0,50.025038,0,2,1
244.720041,0,?,0,258.711217,0,0,0.01087,?,155.000016,507.623076,30,15.127009,0,0,1,2.030924,499.868347,?,0,151.365489,57.861793,135.366364,1,1
466.697464,0,?,0,242.4821,0,1533.333333,0.002899,?,457.600046,609.528647,0,142.966537,0,0,1,3.809751,312.929471,?,0,92.433117,51.189284,0,0,1
?,?,?,0,193.794749,0,0,0.007246,?,200.00002,?,1,0,?,?,?,?,33.115453,?,?,?,?,0,2,0
?,?,?,0,44.868735,0,?,?,?,140.000014,?,0,?,?,0,?,?,0,?,?,?,?,?,2,0
203.735949,?,?,0,142.243437,0,?,0.032609,?,360.000036,0,0,?,0,0,1,?,30.969386,?,0,?,0,?,7,0
?,?,?,0,200.477327,0,0,0.043478,?,180.000018,?,30,0,?,?,?,?,11.522725,?,?,?,?,0,17,0
?,?,?,1,?,0,?,?,?,38.400004,?,0,?,?,?,0,?,0,?,?,?,?,?,0,0
?,?,?,1,101.193317,0,0,0.028986,?,4.8,?,0,0,?,0,0,?,0,?,?,?,?,0,10,0
23.690227,0,?,0,?,0,0,0.021739,31.994645,140.000014,324.129557,30,0,0,0,0,21.698198,0.726361,?,0,26.600259,54.812218,0,0,0
49.796856,?,?,1,150.835322,0,120.266667,0.039855,?,1200.00012,?,0,32.988418,0,0,0,?,152.469751,?,0,?,?,0,5,1
132.80741,0,?,0,162.29117,0,0,0.013587,?,300.00003,317.145374,0,34.004411,0,0,0,25.037924,95.384389,?,0,68.337066,55.548322,448.686262,0,0
355.353399,?,?,0,159.427208,0,0,0,?,112.000011,?,0,243.010501,?,0,7,?,1172.181369,?,0,?,?,0,2,0
92.391884,?,?,0,20.047733,0,0,0.032609,?,412.000041,?,0,0,?,0,1,?,172.67579,?,0,0,?,0,15,0
117.029719,0,2504.207117,0,238.663485,0,0,0.015528,?,250.000025,450.479766,29,29.401085,0,0,0,6.15825,357.171452,?,0,15.136549,51.387081,132.324423,2,1
23.690227,0,?,0,287.350835,0,0,0.01087,?,140.000014,475.876793,1,7.287556,0,0,0,?,16.508202,?,0,87.257753,52.091295,89.737252,0,1
?,?,?,?,?,0,0,?,?,28.000003,?,?,39.786792,?,?,?,?,?,?,?,?,?,1384.083045,?,0
421.686033,0,?,0,230.071599,0,0,0.01087,?,240.000024,403.812729,0,70.667965,?,0,2,18.330705,453.315218,0,0,283.198153,54.576865,91.258223,1,1
583.916705,0,?,0,255.847255,0,0,0.007246,3.413655,230.400023,380.637942,0,200.163186,0,1,3,6.939871,211.932293,4.883303,0,212.412527,52.442664,451.728203,2,0
?,?,?,?,?,0,?,?,?,40.000004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
3112.090307,4,2587.161173,0,146.062053,0,106.666667,0.020652,27.264614,200.00002,317.145374,0,146.340637,0,9,2,11.517414,710.546017,26.371848,4,1590.172373,55.783676,36.503289,10,0
24.448314,0,?,0,219.570406,0,2293.333333,0.01087,?,200.00002,317.145374,30,113.27696,0,0,2,6.925358,0,?,0,289.263902,56.484727,959.732309,10,0
9.523471,0,?,0,142.243437,0,53.6,0.021739,?,500.00005,331.113739,0,16.381321,0,0,0,17.724482,1.452722,?,0,8.736905,53.936377,0,1,0
174.123166,?,?,0,86.873508,0,0,?,?,340.000034,?,0,0,?,2,1,?,0,?,0,?,?,0,18,0
139.772337,0,?,0,236.754177,1,66.666667,0.008696,0,500.00005,347.304344,1,21.850123,0,1,1,14.064539,414.950158,0,1,8.625607,53.129695,0,11,1
?,?,?,?,?,0,?,?,?,240.000024,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
45.011431,?,?,0,115.513127,1,0,0.086957,?,216.000022,?,0,0,?,0,1,?,219.327968,?,0,?,?,0,4,0
?,?,?,?,?,1,?,?,?,72.000007,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0
151.61745,0,?,0,191.885442,0,0,0.012422,?,120.000012,442.543195,0,15.026664,0,0,2,17.712237,69.994775,?,0,78.186953,53.933678,612.951063,0,0
?,?,?,?,?,0,?,?,?,41.968004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
?,?,?,1,?,0,?,?,?,120.000012,?,0,?,?,?,0,?,0,?,?,?,?,?,10,0
14.214136,0,?,1,47.732697,0,0,0.021739,?,120.000012,326.351796,0,5.870182,0,0,1,20.501653,0.957476,?,0,15.0809,54.548489,54.754934,5,0
188.19516,2,2434.35863,1,172.792363,0,0,0.017391,6.024096,105.000011,317.145374,0,62.226442,0,2,3,22.998133,270.272278,16.68804,1,175.684136,55.725897,9.125822,2,0
?,?,?,1,-36.27685,0,0,0.069565,?,400.00004,?,0,0,0,1,1,?,50.680179,?,0,?,?,0,3,0
781.777478,0,?,0,295.942721,0,6880,0.003623,?,500.00005,920.324765,1,425.149216,?,0,8,7.478725,648.27708,?,0,1073.415045,51.679651,0,1,1
14.214136,?,?,0,145.107399,0,0,?,?,72.000007,?,0,19.86831,?,0,2,?,0,?,0,?,?,0,?,0
?,?,?,0,?,0,?,0.021739,?,160.000016,?,30,?,?,?,?,?,0,?,?,?,?,?,0,0
?,?,?,1,69.689737,0,0,?,?,252.000025,?,0,0,?,?,0,?,225.27092,?,?,?,?,0,3,0
?,?,?,0,?,0,?,?,?,100.00001,?,0,?,?,0,2,?,0,?,0,?,?,?,0,0
47.380453,0,?,0,159.427208,0,0,0.021739,29.250335,100.00001,337.145533,0,15.967398,0,0,0,19.789784,4.2261,0,0,48.525995,54.401602,129.282482,2,0
1142.390107,0,?,0,340.811456,0,2666.666667,0,?,200.00002,2481.606997,30,207.852122,?,1,3,1.602762,0,?,0,67.50233,50.557336,0,?,1
3135.827914,0,?,0,192.840096,0,0,0.014493,11.135016,96.00001,1800.014286,0,69.175333,0,2,2,7.537631,276.875559,?,0,434.841887,55.013075,1365.8314,0,0
71.07068,0,?,0,258.711217,0,0,0.021739,11.155734,130.000013,380.637942,30,3.838196,0,0,0,7.551696,56.127886,?,0,5.564908,51.694208,323.966691,6,0
?,?,?,0,?,0,?,?,?,80.000008,?,0,?,?,?,?,?,0,?,?,?,?,?,8,0
822.335146,0,2416.640372,0,248.210024,1,346.666667,0.013834,12.433066,168.000017,437.781252,30,78.946428,0,1,1,17.804055,625.991008,0,2,401.953283,54.710359,194.684209,9,1
526.207313,2,?,0,166.109785,0,93.333333,0.018116,38.487282,400.00004,317.145374,0,54.800912,0,2,1,21.063654,154.285653,55.056852,0,159.991096,55.783676,92.779193,5,0
?,?,?,?,?,0,?,?,?,40.000004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
407.471898,0,2567.5737,0,242.4821,0,586.666667,0,?,108.420011,763.815586,0,2.445909,?,0,6,8.167868,1259.872936,?,0,44.129718,51.830018,0,15,0
32.266089,?,?,0,86.873508,0,0,?,?,272.000027,?,0,0,?,0,2,?,0,?,0,?,?,0,20,0
?,?,?,1,59.188544,0,0,?,?,120.000012,?,0,0,?,0,4,?,0,?,0,?,?,6.083882,?,0
92.676166,?,?,0,129.832936,0,0,0.065217,?,248.000025,?,0,0,0,0,1,?,6.339149,?,0,?,?,0,31,0
?,?,?,0,150.835322,0,0,0.052174,?,7.376001,?,0,0,?,0,1,?,277.271756,?,0,?,?,0,3,0
262.487711,0,?,0,151.789976,0,29.333333,0.01087,2.494828,368.000037,?,0,29.325826,?,2,3,?,86.701075,3.568903,0,178.856133,54.257981,19.772615,12,0
865.972543,1,?,0,157.5179,0,240,0.021739,?,164.000016,433.01931,0,119.159686,0,4,6,16.316988,251.485945,18.45018,0,365.113594,55.77366,41.0662,0,0
?,?,?,0,210.023866,1,0,0.021739,?,93.600009,?,30,0,?,?,?,?,0,?,?,?,?,0,6,1
?,?,?,0,95.465394,0,0,?,?,68.000007,?,0,0,?,?,?,?,0,?,?,?,?,0,20,0
94.760906,0,?,0,145.107399,0,0,0.032609,33.634538,96.00001,?,30,22.87866,?,0,?,?,0,48.114901,?,22.370929,55.057586,0,28,0
?,?,?,?,?,1,?,?,?,160.000016,?,?,?,?,?,?,?,?,?,?,?,?,?,10,0
47.949019,0,?,0,122.195704,0,0,0,?,108.000011,638.417765,0,0,?,0,2,?,33.4126,?,0,0,50.025038,0,23,0
73.439702,0,?,1,125.059666,0,0,0.076087,?,188.000019,333.335979,0,11.953598,0,0,1,18.835576,2.047017,?,0,13.85662,54.181272,47.150082,13,0
?,?,?,0,34.367542,0,?,?,?,360.000036,?,0,?,?,?,?,?,0,?,?,?,?,?,10,0
11.845113,0,?,0,160.381862,0,0,0.01087,25.033467,108.000011,?,0,0,?,0,?,?,2.080033,35.810892,?,10.406377,53.770656,0,5,0
?,?,?,?,?,0,?,?,?,67.200007,?,?,?,?,?,?,?,?,?,?,?,?,?,6,0
706.442557,0,?,0,172.792363,0,133.333333,0.016304,0,260.000026,420.638259,0,27.218581,0,2,2,7.884911,273.970115,4.171166,0,89.706312,52.119088,15.209704,7,0
68.701657,0,?,0,168.019093,0,66.666667,0.030797,?,220.000022,317.145374,0,29.325826,0,1,1,22.697844,70.754152,31.917016,0,55.649077,55.032549,212.935853,10,0
1429.089229,0,2421.739784,0,194.749403,0,0,0.005017,?,544.000054,367.304502,0,73.6156,0,4,3,10.202272,2071.548197,48.463087,0,413.806536,55.094005,0,5,0
?,?,?,1,69.689737,0,0,0.028986,?,102.00001,?,0,0,?,?,?,?,72.669104,?,?,?,?,0,0,0
11.845113,0,?,0,112.649165,0,66.666667,0.021739,?,260.000026,321.589854,0,24.120429,?,0,1,21.425568,0.46223,?,0,13.133182,54.752128,0,15,0
817.312818,0,?,0,233.890215,0,53.333333,0.005435,?,312.000031,373.018834,0,70.316758,?,1,3,21.494209,187.335073,?,0,496.723661,54.915513,786.341686,0,1
103.763193,0,?,0,206.205251,0,0,0.024845,18.857481,259.200026,361.590171,0,58.588936,?,1,2,18.72198,262.579456,26.976016,0,69.33875,54.340334,155.138979,23,1
4.738045,0,?,0,90.692124,0,0,0.021739,15.060241,250.000025,?,0,0,?,0,2,?,444.367773,21.543986,0,2.504208,52.278418,0,9,0
185.257572,1,?,0,194.749403,0,0,0.016304,17.863119,100.00001,317.145374,30,28.886816,0,0,1,22.760953,12.315118,25.553561,0,224.655324,55.099316,1508.802616,7,0
?,0,?,0,177.565633,0,0,0.007246,?,72.000007,3244.787657,0,36.349976,?,?,15,5.801338,363.477585,?,?,176.852767,51.308414,702.688315,12,1
181.088092,0,?,1,174.701671,0,133.333333,0.028986,0,120.000012,475.876793,0,5.895269,0,1,1,?,305.302682,?,0,0,50.025038,0,4,0
?,?,?,0,51.551313,1,53.333333,0.108696,?,96.00001,?,0,4.666042,0,0,1,?,0,?,0,?,?,0,25,0
