@relation 'Crime1Train_trainData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.8 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.344mvar_37-0.34mvar_1-0.333mvar_36-0.327mvar_28-0.316mvar_15... numeric
@attribute -0.359mvar_30-0.332mvar_16+0.306mvar_12-0.273mvar_2+0.261mvar_24... numeric
@attribute -0.282mvar_12-0.275mvar_25+0.274mvar_5+0.269mvar_29+0.267mvar_24... numeric
@attribute 0.365mvar_19+0.358mvar_25-0.346mvar_28+0.263mvar_34-0.241mvar_36... numeric
@attribute '0.498mvar_31+0.41 mvar_37+0.305mvar_39-0.226mvar_32-0.222mvar_2...' numeric
@attribute -0.419mvar_14+0.394mvar_33-0.34mvar_10-0.324mvar_40-0.302mvar_18... numeric
@attribute 0.364mvar_24+0.339mvar_27+0.291mvar_2+0.262mvar_21-0.242mvar_3... numeric
@attribute -0.41mvar_21-0.352mvar_27-0.316mvar_20+0.281mvar_40-0.268mvar_39... numeric
@attribute -0.514mvar_10-0.414mvar_33-0.386mvar_40-0.3mvar_21-0.21mvar_26... numeric
@attribute 0.523mvar_9-0.411mvar_6+0.388mvar_11-0.29mvar_35+0.251mvar_22... numeric
@attribute -0.518mvar_4-0.44mvar_13-0.354mvar_20+0.333mvar_23+0.264mvar_22... numeric
@attribute '0.461mvar_8+0.442mvar_35+0.43 mvar_7+0.294mvar_9+0.243mvar_11...' numeric
@attribute -0.441mvar_23-0.396mvar_20-0.33mvar_8-0.291mvar_9+0.269mvar_3... numeric
@attribute -0.474mvar_6-0.39mvar_22-0.382mvar_8-0.34mvar_4+0.318mvar_35... numeric
@attribute -0.53mvar_22+0.365mvar_11+0.341mvar_8-0.271mvar_35-0.256mvar_7... numeric
@attribute -0.377mvar_4+0.344mvar_7+0.334mvar_6-0.324mvar_23+0.294mvar_9... numeric
@attribute '-0.601mvar_13-0.341mvar_35+0.32 mvar_7+0.311mvar_6+0.283mvar_11...' numeric
@attribute 0.444mvar_23+0.432mvar_6+0.333mvar_13-0.313mvar_4+0.308mvar_11... numeric
@attribute '-0.525mvar_7+0.468mvar_9+0.39 mvar_35+0.222mvar_20+0.217mvar_6...' numeric
@attribute -0.451mvar_23-0.316mvar_4+0.273mvar_38-0.273mvar_33+0.251mvar_35... numeric
@attribute -0.474mvar_11-0.435mvar_22-0.435mvar_20+0.371mvar_9-0.223mvar_8... numeric
@attribute -0.351mvar_26+0.312mvar_20+0.296mvar_33-0.267mvar_4+0.259mvar_25... numeric
@attribute 0.592mvar_3-0.321mvar_38-0.296mvar_26-0.295mvar_5+0.207mvar_34... numeric
@attribute '-0.439mvar_21+0.435mvar_39+0.398mvar_27+0.36 mvar_40-0.295mvar_10...' numeric
@attribute '-0.465mvar_21+0.43 mvar_27-0.392mvar_39-0.361mvar_40-0.187mvar_8...' numeric
@attribute output {0,1,2}

@data
0.75529,1.108246,-0.742015,-1.232628,-0.547639,-0.57327,0.909482,0.878834,-1.036733,-1.518224,-0.438425,0.036926,-0.925196,-0.329078,-0.57287,-0.863715,0.834306,-0.594955,0.984509,-0.175528,-0.252298,-0.591644,0.629278,1.832645,-1.569054,0
1.122251,-0.056617,0.433657,-0.65623,0.206684,-0.141909,-0.133364,-0.195163,0.956181,-1.839023,0.287053,0.830804,-0.042543,2.041863,0.45112,-0.434465,-1.754814,0.272654,-0.028234,1.157676,-0.252824,-0.033862,-0.410383,-0.101063,-0.694072,0
0.029168,-0.01861,0.133771,0.098118,0.12893,0.887577,-0.547514,0.266955,-0.757922,0.194069,-0.516073,1.671907,-0.696727,-0.107479,0.635202,-0.448686,0.924404,-1.914234,0.434295,-0.168038,0.179982,0.071904,-0.129693,-0.068493,0.221713,0
0.497783,-0.280014,0.410957,-0.549469,0.250754,0.155367,0.212502,0.684347,0.076058,1.218985,-0.091249,-1.220755,0.283926,0.212655,0.425073,-0.81988,-1.952084,1.38707,-0.696755,-0.555386,0.298618,0.1086,0.75325,0.275595,-0.274576,0
0.838095,0.8252,-1.194262,1.185842,-0.01304,0.550784,-0.569945,0.178974,-0.378785,-1.817933,0.728326,-0.53212,-0.148811,-1.499468,0.528752,-0.641322,0.402066,-0.114781,0.772561,-1.504899,-0.583827,0.446546,-1.139402,0.277913,0.236806,0
0.902249,-0.374787,0.726946,-0.263952,0.375783,0.381544,-0.217566,-0.218664,0.184695,-0.496378,-0.517051,-0.644044,0.12887,0.892376,1.160723,-0.123196,-1.424924,-0.155515,-0.442333,1.084669,0.525553,-0.57786,0.579154,-0.024063,-0.119108,0
3.29426,-2.966078,4.263657,-1.81151,1.141321,-4.129917,0.138378,0.90068,1.755822,-0.397863,-0.436509,-0.541148,1.311033,1.021596,0.911035,0.754425,1.693088,-0.848738,1.160398,-0.194261,0.982771,1.391409,-1.744731,-1.008792,0.06458,0
1.06649,-0.181848,0.100038,-0.037296,0.384293,-0.01372,0.274755,0.151234,0.360456,0.806665,1.410571,0.79154,-0.545024,-0.127886,-0.481447,0.445909,-0.918239,1.429172,0.474927,0.541237,-0.486088,-0.293793,0.496959,-0.248848,-0.022146,0
0.961949,-0.291528,0.396775,-0.217953,-0.623198,2.05721,0.741532,-1.865188,-0.888273,-1.534818,1.055781,0.140679,-0.851311,0.173281,-0.771126,-1.916212,-0.267535,-0.367621,0.047521,0.252139,1.58232,1.078014,-0.941261,1.662688,3.18111,0
0.405263,-0.092858,-0.229914,-0.188997,0.213065,-0.071637,-0.081924,-0.425103,0.121606,-0.269372,-0.442229,1.064898,1.038584,1.411112,0.295437,0.058955,-0.047002,1.957881,-0.37678,0.789807,0.121292,-0.47385,-0.009452,0.246017,0.076974,0
-0.557394,-1.173761,-1.07869,-0.789435,-0.166718,0.033405,-0.473784,-0.657732,0.616735,-1.994882,-0.497258,1.18324,-0.750038,-1.165231,0.76951,1.653397,0.56237,0.244647,-0.697412,2.079552,-0.504995,-0.410272,-1.892087,0.254768,-0.77858,1
-1.565966,0.050992,1.187996,0.554105,0.496747,0.996151,-1.306047,-0.339425,-0.590722,-0.630337,0.368819,-0.296683,-1.067941,0.939365,-0.960921,0.273034,-0.085786,1.874096,0.757622,-0.070828,0.751577,0.489508,-0.260598,0.735469,-0.866933,0
0.35257,1.923197,-1.683802,-0.575342,0.488398,0.638345,-0.226045,-0.593894,-0.137855,-1.293685,1.532974,1.514064,-0.759778,-0.536548,-0.76341,0.436269,-1.596369,0.054875,0.700112,0.233099,-0.353542,1.639052,-1.459064,-0.492617,0.666271,0
0.267045,0.014932,0.219136,-0.252322,0.238617,-0.149511,-0.047056,-0.405128,0.301626,-0.55665,0.345645,0.598069,-1.113746,-0.98367,-0.182409,0.968695,-0.06337,-0.615258,0.363867,1.15642,0.243807,-0.394892,0.026169,0.047522,-0.243286,0
0.717179,0.270066,-1.158189,1.516867,-0.216158,-0.977516,-0.365889,-0.256933,-0.097998,0.48338,0.28848,0.369414,-1.065508,0.615965,-0.325196,0.504245,0.169673,0.392132,0.905805,0.198992,1.446905,0.628776,0.188807,-0.160103,-0.073826,0
-3.779657,7.435235,3.382702,1.292544,-2.885325,0.52568,3.758784,2.882819,0.780737,-0.464396,0.273498,-0.158077,-1.844563,1.114472,0.525771,-0.504357,0.577512,0.017306,0.796306,1.837235,-0.010374,0.853923,-0.745078,0.12668,-0.746089,1
1.085039,-1.260205,0.496328,-0.008305,-0.540506,-0.96483,-0.018789,0.940122,0.149494,0.320212,-0.75297,-1.01775,0.249581,-0.276759,-0.781892,-0.473941,-1.856264,0.690696,-0.184595,-0.143456,0.205643,0.374939,0.191918,0.528793,-0.839658,0
-0.89944,0.441611,0.265001,0.885778,2.024088,1.170233,-0.969783,-0.895019,-0.624593,-1.385197,0.679733,-0.343032,0.350036,0.966321,-0.646961,0.5523,0.576834,0.567831,-1.022851,0.726494,0.181118,0.801011,-0.653899,0.102767,0.4686,0
2.104124,-0.995065,2.793787,-3.462172,1.469671,-2.527937,0.785136,0.872668,1.604869,2.188672,-0.539322,-0.570317,1.496448,0.633977,0.122494,1.010566,-0.704333,-0.829966,-0.194316,-1.969941,-0.242835,2.168296,-1.194616,-1.271759,-0.749171,0
-4.770443,5.402928,1.875172,1.419726,0.656465,0.117876,1.476325,1.417886,-0.445268,0.290041,1.961853,-0.883628,-0.901153,0.774857,1.533222,-1.264986,1.576016,1.097222,-0.708755,0.856406,-0.335087,-0.335256,-1.561125,-0.127229,0.903672,0
-1.746957,3.065085,2.070259,-0.23845,-1.120566,0.974163,1.002168,1.158448,0.503983,4.079115,-0.673556,1.216581,-0.209831,-1.084609,-0.951544,0.007632,2.372547,0.089984,0.826865,1.244883,0.842937,0.059862,1.291066,0.101655,-0.256249,1
-2.029967,0.779198,-0.690543,2.826045,2.404617,0.586863,-0.071909,0.150278,-0.743786,0.398655,1.401276,-0.314965,0.996917,0.995423,-0.961998,0.968215,0.494744,-0.480999,0.375989,0.445628,-0.717407,0.945821,0.052904,-0.904163,1.100322,1
1.23063,-0.493561,1.170664,-0.510141,0.634354,-0.228096,-0.008612,-1.274161,0.597306,-1.052162,-0.733734,0.867918,-0.407697,0.752925,-0.808867,1.44959,0.790018,0.083125,-0.291481,0.911979,0.053834,-0.284872,0.055069,-0.926169,0.380971,0
-0.356445,1.273306,-1.608637,1.649052,-0.109132,0.838996,-0.4653,0.043881,-0.349621,-0.016474,0.646191,1.947825,1.370988,1.913356,-0.739152,-0.206298,0.667366,0.340513,1.136333,0.776356,-0.740528,0.368808,-0.431591,-0.483162,0.757808,1
0.60867,-0.111343,0.212713,-0.077166,0.281659,0.099467,-0.169875,-0.465275,0.346329,0.842386,0.281672,0.196014,1.113518,0.315469,-0.843581,0.569143,0.476146,0.124869,-1.111621,0.912115,-1.183097,-0.53041,0.405379,-0.128669,0.141388,0
-4.58232,5.355195,1.324794,-2.05599,-1.585079,0.228504,0.68241,1.355531,1.510595,-0.501182,2.292012,-1.782193,-0.077662,-0.229168,-2.748139,-0.324817,-0.648537,1.218828,-0.268805,1.142227,-0.369517,-0.057722,-1.348748,-0.005782,-0.655121,1
0.816552,0.418403,-0.480554,-0.765854,0.13345,0.203866,-0.772395,-0.383201,0.212403,-1.498315,-0.439452,-0.397015,-0.898171,-0.481653,0.253243,-1.755711,-0.001944,-0.231789,-0.712864,0.424495,0.585225,-0.142993,-0.665612,0.170009,0.027371,0
1.441314,-0.337147,1.393723,-0.538161,0.906028,0.121512,-0.084011,-0.164337,0.910098,-0.282741,0.262352,0.66862,-0.066122,1.460839,0.876786,-0.006304,-0.640745,-0.279084,0.258134,0.881671,0.218933,-0.114656,-0.014779,-1.038732,-0.113671,0
0.540737,-1.235105,-0.178671,1.065052,-0.260503,0.436112,-0.853238,1.634868,-1.798198,0.859606,-0.99454,1.424272,-0.916328,-0.528903,0.734995,-1.199282,0.714917,-0.786575,0.641696,0.303659,-0.027768,0.236777,-0.893014,0.817485,-1.054316,0
-2.48302,-1.557874,-1.059617,-0.078471,0.526269,0.125202,-0.197608,-0.174326,1.152983,-1.078954,-0.714017,0.487312,-0.223959,-0.130396,-0.523136,0.07813,-2.303785,0.855397,1.550359,0.509883,0.118251,-1.019306,-0.520225,-0.159288,0.065931,1
1.634841,-0.665687,1.323592,-1.291235,1.02995,-1.650996,0.863894,0.196666,0.485062,-0.711366,0.854192,0.285047,-0.227601,-0.724691,-0.072108,0.981231,0.903655,2.023467,1.68547,-0.158848,0.572162,-0.010981,-0.40405,0.12491,0.378885,0
-4.364829,1.022741,-1.984862,-0.952537,0.323378,-0.40044,-0.85255,-0.050883,0.751511,-0.531184,0.021899,-0.679214,0.066888,0.274862,0.291609,-0.008156,-0.665261,-1.195072,0.398591,1.59554,1.313683,0.713739,-0.853448,-0.751101,0.198879,1
0.219946,-0.021322,0.307196,-0.978279,-0.118253,0.003432,0.107736,0.273188,0.443117,0.528022,0.25046,-1.654644,1.129833,-0.620182,-1.996286,0.15281,-1.122531,0.916075,-0.763742,0.344355,-0.921331,0.105569,0.315943,0.516555,-0.616283,0
0.286591,1.939489,-2.302409,0.078379,-0.175382,1.393305,-0.510168,0.41903,-0.682573,0.507409,1.440432,1.06343,0.567079,0.923377,1.471097,-1.851164,1.126155,1.332089,-0.738216,-1.269426,-0.851348,1.237873,-0.500276,0.03995,0.537365,1
-5.809911,-5.718951,-1.110168,0.829928,-1.497966,0.853294,2.640988,0.022157,1.024513,0.338177,0.997368,1.899146,-2.288659,-0.256738,0.899267,2.30702,0.313562,-0.43609,0.039437,-1.787253,-1.799632,-0.730583,1.620392,0.395997,-0.745481,0
-0.993142,2.074022,-1.982705,-0.911379,0.877932,-1.608095,-0.160946,-2.214074,0.722274,1.344026,1.425524,0.237181,-0.509903,-0.115521,0.297173,0.337422,0.74588,-0.291152,1.194653,0.706237,0.627514,-0.329108,-0.082515,0.381168,-0.372408,1
1.483469,0.112757,-0.110766,0.178908,-0.071192,0.52399,-0.467453,-0.327305,0.291754,-0.951298,-0.882363,-0.542812,0.171049,0.731315,-0.138979,-1.194365,-0.847592,0.136386,0.742365,0.463836,0.70804,-1.433226,0.315768,0.027385,0.431739,0
1.453569,-0.488483,0.475262,-0.167897,0.433981,0.701482,-0.399643,0.094341,-0.686055,-0.155753,-0.19773,0.699092,-0.144518,-0.268325,0.2334,0.436261,0.187641,-0.030193,-0.31398,-0.76802,0.48633,0.263716,-0.027113,-0.07291,0.678332,0
-0.221673,0.271455,0.071334,-0.39891,0.104509,-0.091234,-0.079128,-0.085087,0.167498,0.285191,-1.516034,0.778685,1.697716,0.85519,-1.664692,-1.081999,0.086991,0.607736,-0.507181,0.307561,-1.117879,-0.894096,0.058188,0.633476,-0.411912,0
-3.112254,4.763047,2.292506,2.132102,-0.25748,-0.318343,2.01631,0.382576,-0.256977,-0.004417,-0.438568,-0.591191,-0.823988,2.347555,-0.035039,0.27723,0.675621,-0.584192,0.808454,0.003287,-1.047468,-0.429783,0.042328,0.181086,0.526257,1
0.639325,-0.424132,0.494865,-1.061291,-0.547664,-0.069796,-0.690862,-2.353171,-0.062861,-1.248172,-2.37236,-1.727534,-2.133278,0.847024,0.002727,0.114014,0.090788,0.778127,1.112722,0.782879,-1.773716,0.994994,1.070071,-1.192111,0.246503,0
1.393631,-0.00696,-0.417467,-0.271383,0.159852,-0.36713,-0.811773,-0.752112,-0.444248,-0.170281,-1.013468,-1.137131,-0.68642,-2.25244,-0.034732,0.837129,-0.142472,0.6052,0.169056,0.445115,1.526199,0.042021,-0.605127,-0.0611,0.676033,0
0.107526,0.169183,-0.803613,0.59395,-0.365572,-1.604642,0.510225,-0.959241,0.678342,0.040344,0.565661,-0.67792,0.344887,0.147206,1.728247,-0.257143,1.301796,-0.29352,0.450969,1.011796,0.774299,-0.48249,0.036463,0.001745,0.001909,0
1.847301,-1.869734,1.591606,-0.506991,0.044968,-2.649098,-0.222375,0.897742,0.672769,-0.298804,0.747303,1.876977,1.013399,1.251315,-1.040972,0.373278,-0.297033,0.387958,1.697813,0.857738,-1.307973,0.650427,-1.446553,-0.136028,-1.363568,0
0.01576,-0.063863,0.11788,0.117099,0.014236,0.751974,-0.541221,0.491298,-0.766703,0.512842,-0.12906,-0.321813,0.19688,-0.495673,-0.553607,-0.64617,1.437077,-2.034886,0.708783,-0.756322,-0.270234,-0.408538,-0.025562,0.107634,0.58159,0
0.978399,1.628202,-1.327112,1.403704,-0.817272,0.26473,-0.056519,0.252872,-0.198877,0.241287,0.577525,-1.279428,1.034946,-0.25133,-1.659364,1.893809,-1.065742,-0.121105,0.855209,-0.961955,-0.062965,0.942059,-0.282732,-0.547223,0.753555,0
-4.150557,4.226782,0.38432,-0.281684,-1.582964,-0.687969,-0.603795,0.449832,0.057331,-0.889124,0.616603,-0.178253,-0.087178,0.310178,0.744265,0.318088,1.264,-0.217402,0.494434,1.42463,1.027542,0.100434,-0.721979,0.149989,-0.809288,1
-2.356823,-2.545585,-1.20075,0.168216,-0.277891,0.225438,-0.9387,0.935255,-0.760888,-0.479881,-1.95021,-0.458666,0.424259,-0.248497,-0.516491,-0.119967,1.733046,-1.772503,0.78869,-0.88312,0.248644,-1.092236,-1.250123,1.088892,-0.57835,0
0.708438,0.411994,-0.27282,0.309387,1.721543,0.603431,-0.461498,-0.291834,-1.490381,0.120349,-0.843564,1.048073,-0.427065,-0.856833,0.305093,0.793322,-0.033916,0.115437,0.022292,-0.848625,0.755612,0.554289,-0.270932,0.44011,0.170481,0
0.069921,0.73672,-1.598606,1.464815,-0.349194,-1.888065,1.214279,-0.625604,0.836549,1.676702,0.711882,-0.138928,1.558232,1.059575,0.822503,-0.670749,0.244961,1.178065,-1.907896,-0.790303,-0.444375,1.133988,-0.023204,-0.104717,-0.185027,0
0.498739,2.083594,-1.445994,-1.082843,0.223545,-0.411989,0.33203,-0.297073,0.287263,-0.837014,0.695855,0.799676,-1.211188,1.280977,-0.06567,-1.1855,-0.247066,-0.534253,0.98785,0.065684,0.858085,0.27864,-0.196041,0.165786,-0.035634,0
1.559803,-0.387721,0.797843,-0.170356,0.744075,0.655658,-0.575155,0.118471,-0.401279,-0.36662,0.614021,-0.279005,0.733716,0.420405,1.180057,1.679214,1.098595,-0.148563,0.388291,0.180758,-0.085885,0.674268,-0.661186,-1.011104,0.757427,0
1.198806,-0.698218,1.572123,-1.376226,0.971303,-0.254365,-0.080085,0.598322,0.698378,-0.032728,0.833571,-0.099628,-0.516482,0.847865,1.487769,-0.64272,0.382994,-1.179928,0.591003,0.349652,0.157492,0.233575,-0.177498,-0.986443,-0.547294,0
-0.686483,-2.631395,2.179539,-1.641575,-0.626955,0.436434,3.165482,-4.39084,-0.855682,-0.976018,1.364845,0.881008,0.110636,0.022304,-0.306478,-0.676363,0.557775,-0.477898,-0.294022,2.311115,1.877276,1.777548,-0.720003,4.430601,4.709405,0
1.642985,-0.391775,0.873246,-0.643334,0.49113,0.533874,-0.3551,0.135656,0.404414,-1.062661,0.584701,0.484072,0.997864,1.125221,-1.794848,0.196804,-0.962151,-0.67017,1.334099,0.24888,-0.86276,-0.394339,-0.608382,-0.395376,0.481396,0
-1.464166,-0.713878,1.558121,-2.790018,-0.167695,1.823542,2.775417,-3.930022,-0.790706,3.496491,3.942268,-0.894071,-0.964879,-2.153288,-2.001462,-2.921577,-0.773911,0.234833,0.269915,1.007059,0.871541,2.482654,-0.09761,3.840566,5.018921,0
0.909923,0.085575,-0.097561,0.325156,0.03365,0.765713,-0.596118,-0.067581,-0.363547,-0.31635,1.190988,-0.051304,-0.312132,-1.127538,-1.407573,1.952027,-2.09993,-0.607061,1.160139,0.53364,-0.636647,0.425649,-0.184061,-0.414568,0.244675,0
1.300461,-0.530184,0.13375,0.579482,-0.782707,0.869335,-0.33311,0.417829,-0.087259,0.83535,0.48652,0.748285,0.493989,-1.959558,-1.607824,2.001827,-1.220793,0.563021,-0.50993,-0.886668,-1.556484,0.480675,-0.262538,-0.141101,-0.130013,0
1.019946,-0.097238,0.362636,0.176946,0.327119,-0.079866,0.085529,0.073328,0.15755,0.141747,-0.29022,0.468935,-0.103758,-0.546,-0.013096,-0.54541,0.716138,-1.119457,-0.444338,0.310113,-1.368175,-0.764121,0.220412,0.187325,-0.110425,0
0.136714,0.3026,0.442232,0.088725,0.447291,0.59188,0.038867,-0.102793,0.64943,0.889331,-0.59754,0.922947,-0.558177,0.737956,-0.759356,-1.386129,1.075892,-0.056953,0.445451,0.051291,0.919188,-1.314238,0.642757,-0.15835,0.537148,0
1.257564,-0.377273,0.920999,-0.449294,0.393762,-0.152155,0.324224,0.53554,0.429383,1.212371,1.342305,-2.216678,0.038759,-0.576245,-0.970662,0.331877,-1.328276,0.653476,-0.576792,-0.855129,-0.667911,0.462995,0.58109,-0.404925,-0.24895,0
1.05518,-0.591179,1.113519,-0.854556,1.11284,0.214875,-0.127809,0.189144,-0.509248,-0.140594,-0.132406,0.339912,1.963072,0.668236,0.472365,2.520555,2.14797,1.776337,0.115858,-0.187542,0.256352,1.116925,-1.186707,-1.129529,0.809438,0
0.00992,-0.104399,-0.066656,0.188015,-0.134351,0.391204,-0.337623,0.334929,-0.657198,0.758446,0.335094,-0.925284,1.669795,0.015145,-2.038428,0.374424,0.46721,-1.211027,-0.539825,-0.925482,-1.818102,0.181386,-0.169178,0.160484,0.339772,0
1.596007,-1.777716,0.345614,1.02062,-0.697271,-1.647076,-0.347816,0.989283,-1.062509,0.84086,-0.867602,1.080566,-1.245932,-0.619258,-0.6763,0.321598,-0.824492,0.392608,-0.93708,-0.043699,0.928914,1.286039,0.286294,1.031983,-1.874288,0
0.854553,0.653892,-1.283125,1.291058,-0.60033,-0.841682,0.035257,-0.438365,0.507381,1.716956,0.837714,0.478676,0.391617,-1.6508,-1.58815,1.8354,0.324572,-0.539232,1.143595,-0.160097,-1.497713,-0.397264,0.061678,-0.49821,0.446193,0
