N_id,mvar_10
DV_ID_183,0
DV_ID_184,0
DV_ID_185,0
DV_ID_186,0
DV_ID_187,0
DV_ID_188,0
DV_ID_189,
DV_ID_190,0
DV_ID_191,0
DV_ID_192,0
DV_ID_193,0
DV_ID_194,
DV_ID_195,0
DV_ID_196,0
DV_ID_197,
DV_ID_198,0
DV_ID_199,0
DV_ID_200,
DV_ID_201,0
DV_ID_202,0
DV_ID_203,
DV_ID_204,0
DV_ID_205,0
DV_ID_206,0
DV_ID_207,
DV_ID_208,0
DV_ID_209,
DV_ID_210,0
DV_ID_211,
DV_ID_212,
DV_ID_213,
DV_ID_214,0
DV_ID_215,
DV_ID_216,0
DV_ID_217,
DV_ID_218,0
DV_ID_219,0
DV_ID_220,0
DV_ID_221,
DV_ID_222,0
DV_ID_223,0
DV_ID_224,0
DV_ID_225,0
DV_ID_226,0
DV_ID_227,0
DV_ID_228,0
DV_ID_229,0
DV_ID_230,0
DV_ID_231,
DV_ID_232,
DV_ID_233,
DV_ID_234,
DV_ID_235,
DV_ID_236,
DV_ID_237,0
DV_ID_238,
DV_ID_239,1
DV_ID_240,
DV_ID_241,
DV_ID_242,0
DV_ID_243,0
DV_ID_244,0
DV_ID_245,0
DV_ID_246,0
DV_ID_247,0
DV_ID_248,0
DV_ID_249,0
DV_ID_250,
DV_ID_251,0
DV_ID_252,0
DV_ID_253,
DV_ID_254,0
DV_ID_255,0
DV_ID_256,
DV_ID_257,
DV_ID_258,0
DV_ID_259,0
DV_ID_260,0
DV_ID_261,
DV_ID_262,0
DV_ID_263,0
DV_ID_264,
DV_ID_265,
DV_ID_266,0
DV_ID_267,0
DV_ID_268,0
DV_ID_269,
DV_ID_270,0
DV_ID_271,0
DV_ID_272,0
DV_ID_273,0
DV_ID_274,
DV_ID_275,
DV_ID_276,0
DV_ID_277,0
DV_ID_278,
DV_ID_279,0
DV_ID_280,2
DV_ID_281,0
DV_ID_282,0
DV_ID_283,0
DV_ID_284,
DV_ID_285,0
DV_ID_286,0
DV_ID_287,0
DV_ID_288,0
DV_ID_289,0
DV_ID_290,0
DV_ID_291,0
DV_ID_292,0
DV_ID_293,0
DV_ID_294,
DV_ID_295,0
DV_ID_296,
DV_ID_297,0
DV_ID_298,0
DV_ID_299,
DV_ID_300,0
DV_ID_301,
DV_ID_302,0
DV_ID_303,0
DV_ID_304,
DV_ID_305,0
DV_ID_306,
DV_ID_307,0
DV_ID_308,0
DV_ID_309,0
DV_ID_310,0
DV_ID_311,0
DV_ID_312,0
DV_ID_313,0
DV_ID_314,0
DV_ID_315,
DV_ID_316,0
DV_ID_317,0
DV_ID_318,0
DV_ID_319,0
DV_ID_320,0
DV_ID_321,
DV_ID_322,0
DV_ID_323,0
DV_ID_324,0
DV_ID_325,0
DV_ID_326,0
DV_ID_327,0
DV_ID_328,0
DV_ID_329,0
DV_ID_330,0
DV_ID_331,0
DV_ID_332,0
DV_ID_333,0
DV_ID_334,0
DV_ID_335,
DV_ID_336,0
DV_ID_337,0
DV_ID_338,0
DV_ID_339,
DV_ID_340,0
DV_ID_341,
DV_ID_342,0
DV_ID_343,0
DV_ID_344,0
DV_ID_345,
DV_ID_346,0
DV_ID_347,
DV_ID_348,0
DV_ID_349,
DV_ID_350,0
DV_ID_351,0
DV_ID_352,
DV_ID_353,0
DV_ID_354,0
DV_ID_355,
DV_ID_356,0
DV_ID_357,0
DV_ID_358,0
DV_ID_359,1
DV_ID_360,
DV_ID_361,0
DV_ID_362,0
DV_ID_363,0
DV_ID_364,1
DV_ID_365,0
DV_ID_366,0
DV_ID_367,
DV_ID_368,0
DV_ID_369,0
DV_ID_370,
DV_ID_371,0
DV_ID_372,0
DV_ID_373,0
DV_ID_374,0
DV_ID_375,0
DV_ID_376,
DV_ID_377,0
DV_ID_378,0
DV_ID_379,0
DV_ID_380,0
DV_ID_381,0
DV_ID_382,0
DV_ID_383,
DV_ID_384,
DV_ID_385,0
DV_ID_386,
DV_ID_387,0
DV_ID_388,
DV_ID_389,
DV_ID_390,
DV_ID_391,0
DV_ID_392,0
DV_ID_393,
DV_ID_394,
DV_ID_395,
DV_ID_396,0
DV_ID_397,0
DV_ID_398,
DV_ID_399,0
DV_ID_400,0
DV_ID_401,0
DV_ID_402,0
DV_ID_403,0
DV_ID_404,0
DV_ID_405,0
DV_ID_406,0
DV_ID_407,0
DV_ID_408,0
DV_ID_409,
DV_ID_410,
DV_ID_411,0
DV_ID_412,0
DV_ID_413,0
DV_ID_414,0
DV_ID_415,0
DV_ID_416,
DV_ID_417,0
DV_ID_418,0
DV_ID_419,0
DV_ID_420,0
DV_ID_421,0
DV_ID_422,
DV_ID_423,
DV_ID_424,0
DV_ID_425,0
DV_ID_426,0
DV_ID_427,0
DV_ID_428,
DV_ID_429,0
DV_ID_430,0
DV_ID_431,
DV_ID_432,0
DV_ID_433,0
DV_ID_434,0
DV_ID_435,0
DV_ID_436,0
DV_ID_437,0
DV_ID_438,
DV_ID_439,0
DV_ID_440,0
DV_ID_441,0
DV_ID_442,
DV_ID_443,0
DV_ID_444,0
DV_ID_445,0
DV_ID_446,0
DV_ID_447,0
DV_ID_448,
DV_ID_449,
DV_ID_450,0
DV_ID_451,
DV_ID_452,0
DV_ID_453,
DV_ID_454,
DV_ID_455,0
DV_ID_456,
DV_ID_457,0
DV_ID_458,0
DV_ID_459,
DV_ID_460,
DV_ID_461,0
DV_ID_462,0
DV_ID_463,0
DV_ID_464,
DV_ID_465,0
DV_ID_466,0
DV_ID_467,0
DV_ID_468,0
DV_ID_469,
DV_ID_470,0
DV_ID_471,0
DV_ID_472,0
DV_ID_473,
DV_ID_474,0
DV_ID_475,0
DV_ID_476,0
DV_ID_477,
DV_ID_478,
DV_ID_479,0
DV_ID_480,0
DV_ID_481,0
DV_ID_482,
DV_ID_483,0
DV_ID_484,0
DV_ID_485,0
DV_ID_486,0
DV_ID_487,
DV_ID_488,
DV_ID_489,
DV_ID_490,
DV_ID_491,0
DV_ID_492,0
DV_ID_493,
DV_ID_494,0
DV_ID_495,0
DV_ID_496,0
DV_ID_497,
DV_ID_498,0
DV_ID_499,0
DV_ID_500,0
DV_ID_501,
DV_ID_502,0
DV_ID_503,0
DV_ID_504,0
DV_ID_505,
DV_ID_506,
DV_ID_507,0
DV_ID_508,
DV_ID_509,
DV_ID_510,0
DV_ID_511,0
DV_ID_512,0
DV_ID_513,0
DV_ID_514,
DV_ID_515,0
DV_ID_516,
DV_ID_517,
DV_ID_518,0
DV_ID_519,
DV_ID_520,0
DV_ID_521,0
DV_ID_522,0
DV_ID_523,
DV_ID_524,0
DV_ID_525,
DV_ID_526,
DV_ID_527,0
DV_ID_528,0
DV_ID_529,0
DV_ID_530,0
DV_ID_531,
DV_ID_532,0
DV_ID_533,0
DV_ID_534,0
DV_ID_535,0
DV_ID_536,
DV_ID_537,0
DV_ID_538,0
DV_ID_539,
DV_ID_540,
DV_ID_541,0
DV_ID_542,0
DV_ID_543,0
DV_ID_544,0
DV_ID_545,0
DV_ID_546,0
DV_ID_547,0
DV_ID_548,0
DV_ID_549,
DV_ID_550,0
DV_ID_551,0
DV_ID_552,
DV_ID_553,0
DV_ID_554,0
DV_ID_555,0
DV_ID_556,0
DV_ID_557,
DV_ID_558,0
DV_ID_559,0
DV_ID_560,
DV_ID_561,0
DV_ID_562,0
DV_ID_563,0
DV_ID_564,0
DV_ID_565,0
DV_ID_566,
DV_ID_567,0
DV_ID_568,0
DV_ID_569,0
DV_ID_570,0
DV_ID_571,0
DV_ID_572,0
DV_ID_573,0
DV_ID_574,0
DV_ID_575,
DV_ID_576,0
DV_ID_577,
DV_ID_578,0
DV_ID_579,
DV_ID_580,1
DV_ID_581,0
DV_ID_582,0
DV_ID_583,0
DV_ID_584,0
DV_ID_585,0
DV_ID_586,
DV_ID_587,0
DV_ID_588,0
DV_ID_589,0
DV_ID_590,0
DV_ID_591,0
DV_ID_592,0
DV_ID_593,0
DV_ID_594,
DV_ID_595,
DV_ID_596,0
DV_ID_597,0
DV_ID_598,0
DV_ID_599,
DV_ID_600,0
DV_ID_601,0
DV_ID_602,0
DV_ID_603,0
DV_ID_604,
DV_ID_605,0
DV_ID_606,0
DV_ID_607,
DV_ID_608,0
DV_ID_609,0
DV_ID_610,
DV_ID_611,
DV_ID_612,0
DV_ID_613,0
DV_ID_614,0
DV_ID_615,0
DV_ID_616,0
DV_ID_617,0
DV_ID_618,
DV_ID_619,
DV_ID_620,
DV_ID_621,0
DV_ID_622,0
DV_ID_623,
DV_ID_624,0
DV_ID_625,0
DV_ID_626,
DV_ID_627,
DV_ID_628,0
DV_ID_629,0
DV_ID_630,
DV_ID_631,0
DV_ID_632,
DV_ID_633,0
DV_ID_634,
DV_ID_635,
DV_ID_636,0
DV_ID_637,
DV_ID_638,0
DV_ID_639,0
DV_ID_640,0
DV_ID_641,0
DV_ID_642,0
DV_ID_643,0
DV_ID_644,0
DV_ID_645,0
DV_ID_646,0
DV_ID_647,0
DV_ID_648,0
DV_ID_649,0
DV_ID_650,
DV_ID_651,0
DV_ID_652,0
DV_ID_653,0
DV_ID_654,
DV_ID_655,0
DV_ID_656,
DV_ID_657,0
DV_ID_658,0
DV_ID_659,0
DV_ID_660,
DV_ID_661,
DV_ID_662,
DV_ID_663,0
DV_ID_664,0
DV_ID_665,
DV_ID_666,0
DV_ID_667,0
DV_ID_668,0
DV_ID_669,0
DV_ID_670,
DV_ID_671,
DV_ID_672,0
DV_ID_673,0
DV_ID_674,
DV_ID_675,0
DV_ID_676,0
DV_ID_677,0
DV_ID_678,0
DV_ID_679,0
DV_ID_680,
DV_ID_681,0
DV_ID_682,0
DV_ID_683,0
DV_ID_684,1
DV_ID_685,0
DV_ID_686,
DV_ID_687,0
DV_ID_688,
DV_ID_689,0
DV_ID_690,
DV_ID_691,
DV_ID_692,0
DV_ID_693,0
DV_ID_694,
DV_ID_695,
DV_ID_696,
DV_ID_697,0
DV_ID_698,0
DV_ID_699,
DV_ID_700,
DV_ID_701,0
DV_ID_702,
DV_ID_703,
DV_ID_704,0
DV_ID_705,0
DV_ID_706,0
DV_ID_707,0
DV_ID_708,
DV_ID_709,
DV_ID_710,0
DV_ID_711,0
DV_ID_712,
DV_ID_713,0
DV_ID_714,0
DV_ID_715,0
DV_ID_716,
DV_ID_717,0
DV_ID_718,
DV_ID_719,0
DV_ID_720,0
DV_ID_721,0
DV_ID_722,0
DV_ID_723,0
DV_ID_724,
DV_ID_725,
DV_ID_726,0
DV_ID_727,0
DV_ID_728,0
DV_ID_729,
DV_ID_730,0
DV_ID_731,0
DV_ID_732,
DV_ID_733,0
DV_ID_734,0
DV_ID_735,
DV_ID_736,
DV_ID_737,0
DV_ID_738,
DV_ID_739,0
DV_ID_740,0
DV_ID_741,0
DV_ID_742,
DV_ID_743,0
DV_ID_744,0
DV_ID_745,0
DV_ID_746,0
DV_ID_747,0
DV_ID_748,0
DV_ID_749,0
DV_ID_750,0
DV_ID_751,
DV_ID_752,
DV_ID_753,
DV_ID_754,0
DV_ID_755,0
DV_ID_756,0
DV_ID_757,0
DV_ID_758,0
DV_ID_759,
DV_ID_760,0
DV_ID_761,
DV_ID_762,
DV_ID_763,
DV_ID_764,
DV_ID_765,0
DV_ID_766,0
DV_ID_767,0
DV_ID_768,
DV_ID_769,0
DV_ID_770,0
DV_ID_771,0
DV_ID_772,
DV_ID_773,0
DV_ID_774,0
DV_ID_775,0
DV_ID_776,
DV_ID_777,0
DV_ID_778,0
DV_ID_779,0
DV_ID_780,
DV_ID_781,0
DV_ID_782,
DV_ID_783,0
DV_ID_784,0
DV_ID_785,0
DV_ID_786,0
DV_ID_787,0
DV_ID_788,0
DV_ID_789,0
DV_ID_790,0
DV_ID_791,
DV_ID_792,0
DV_ID_793,0
DV_ID_794,
DV_ID_795,
DV_ID_796,0
DV_ID_797,0
DV_ID_798,0
DV_ID_799,0
DV_ID_800,0
DV_ID_801,0
DV_ID_802,
DV_ID_803,
DV_ID_804,0
DV_ID_805,0
DV_ID_806,
DV_ID_807,
DV_ID_808,
DV_ID_809,
DV_ID_810,0
DV_ID_811,0
DV_ID_812,
DV_ID_813,0
DV_ID_814,0
DV_ID_815,0
DV_ID_816,
DV_ID_817,0
DV_ID_818,0
DV_ID_819,0
DV_ID_820,
DV_ID_821,0
DV_ID_822,0
DV_ID_823,0
DV_ID_824,0
DV_ID_825,0
DV_ID_826,
DV_ID_827,0
DV_ID_828,0
DV_ID_829,0
DV_ID_830,
DV_ID_831,0
DV_ID_832,0
DV_ID_833,0
DV_ID_834,0
DV_ID_835,0
DV_ID_836,
DV_ID_837,0
DV_ID_838,
DV_ID_839,
DV_ID_840,
DV_ID_841,
DV_ID_842,0
DV_ID_843,0
DV_ID_844,0
DV_ID_845,0
DV_ID_846,0
DV_ID_847,
DV_ID_848,0
DV_ID_849,0
DV_ID_850,
DV_ID_851,
DV_ID_852,0
DV_ID_853,0
DV_ID_854,0
DV_ID_855,0
DV_ID_856,0
DV_ID_857,0
DV_ID_858,0
DV_ID_859,0
DV_ID_860,0
DV_ID_861,0
DV_ID_862,
DV_ID_863,0
DV_ID_864,
DV_ID_865,0
DV_ID_866,
DV_ID_867,
DV_ID_868,0
DV_ID_869,0
DV_ID_870,
DV_ID_871,
DV_ID_872,0
DV_ID_873,0
DV_ID_874,0
DV_ID_875,0
DV_ID_876,0
DV_ID_877,0
DV_ID_878,0
DV_ID_879,0
DV_ID_880,0
DV_ID_881,0
DV_ID_882,0
DV_ID_883,0
DV_ID_884,0
DV_ID_885,0
DV_ID_886,0
DV_ID_887,0
DV_ID_888,0
DV_ID_889,
DV_ID_890,
DV_ID_891,0
DV_ID_892,0
DV_ID_893,0
DV_ID_894,0
DV_ID_895,
DV_ID_896,
DV_ID_897,0
DV_ID_898,
DV_ID_899,
DV_ID_900,
DV_ID_901,
DV_ID_902,0
DV_ID_903,0
DV_ID_904,
DV_ID_905,
DV_ID_906,0
DV_ID_907,0
DV_ID_908,0
DV_ID_909,0
DV_ID_910,0
DV_ID_911,0
DV_ID_912,
DV_ID_913,0
DV_ID_914,
DV_ID_915,0
DV_ID_916,0
DV_ID_917,
DV_ID_918,0
DV_ID_919,
DV_ID_920,0
DV_ID_921,0
DV_ID_922,0
DV_ID_923,
DV_ID_924,0
DV_ID_925,0
DV_ID_926,0
DV_ID_927,0
DV_ID_928,0
DV_ID_929,0
DV_ID_930,0
DV_ID_931,0
DV_ID_932,0
DV_ID_933,
DV_ID_934,0
DV_ID_935,0
DV_ID_936,0
DV_ID_937,
DV_ID_938,0
DV_ID_939,0
DV_ID_940,0
DV_ID_941,
DV_ID_942,
DV_ID_943,0
DV_ID_944,0
DV_ID_945,
DV_ID_946,0
DV_ID_947,
DV_ID_948,
DV_ID_949,0
DV_ID_950,
DV_ID_951,0
DV_ID_952,0
DV_ID_953,0
DV_ID_954,
DV_ID_955,0
DV_ID_956,0
DV_ID_957,0
DV_ID_958,0
DV_ID_959,
DV_ID_960,0
DV_ID_961,
DV_ID_962,0
DV_ID_963,
DV_ID_964,0
DV_ID_965,0
DV_ID_966,0
DV_ID_967,
DV_ID_968,0
DV_ID_969,
DV_ID_970,0
DV_ID_971,0
DV_ID_972,0
DV_ID_973,0
DV_ID_974,0
DV_ID_975,
DV_ID_976,
DV_ID_977,
DV_ID_978,0
DV_ID_979,0
DV_ID_980,
DV_ID_981,0
DV_ID_982,
DV_ID_983,
DV_ID_984,0
DV_ID_985,
DV_ID_986,0
DV_ID_987,
DV_ID_988,
DV_ID_989,
DV_ID_990,0
DV_ID_991,0
DV_ID_992,
DV_ID_993,
DV_ID_994,
DV_ID_995,
DV_ID_996,
DV_ID_997,0
DV_ID_998,0
DV_ID_999,0
DV_ID_1000,0
DV_ID_1001,
DV_ID_1002,
DV_ID_1003,0
DV_ID_1004,
DV_ID_1005,
DV_ID_1006,0
DV_ID_1007,0
DV_ID_1008,0
DV_ID_1009,
DV_ID_1010,0
DV_ID_1011,
DV_ID_1012,
DV_ID_1013,
DV_ID_1014,0
DV_ID_1015,0
DV_ID_1016,
DV_ID_1017,
DV_ID_1018,0
DV_ID_1019,0
DV_ID_1020,
DV_ID_1021,0
DV_ID_1022,
DV_ID_1023,0
DV_ID_1024,0
DV_ID_1025,
DV_ID_1026,0
DV_ID_1027,0
DV_ID_1028,0
DV_ID_1029,0
DV_ID_1030,
DV_ID_1031,0
DV_ID_1032,0
DV_ID_1033,0
DV_ID_1034,0
DV_ID_1035,0
DV_ID_1036,0
DV_ID_1037,0
DV_ID_1038,0
DV_ID_1039,
DV_ID_1040,0
DV_ID_1041,0
DV_ID_1042,0
DV_ID_1043,
DV_ID_1044,0
DV_ID_1045,0
DV_ID_1046,0
DV_ID_1047,0
DV_ID_1048,0
DV_ID_1049,0
DV_ID_1050,
DV_ID_1051,
DV_ID_1052,0
DV_ID_1053,0
DV_ID_1054,0
DV_ID_1055,0
DV_ID_1056,0
DV_ID_1057,0
DV_ID_1058,0
DV_ID_1059,0
DV_ID_1060,0
DV_ID_1061,0
DV_ID_1062,0
DV_ID_1063,0
DV_ID_1064,
DV_ID_1065,0
DV_ID_1066,0
DV_ID_1067,
DV_ID_1068,0
DV_ID_1069,0
DV_ID_1070,0
DV_ID_1071,0
DV_ID_1072,
DV_ID_1073,0
DV_ID_1074,0
DV_ID_1075,0
DV_ID_1076,0
DV_ID_1077,0
DV_ID_1078,0
DV_ID_1079,0
DV_ID_1080,
DV_ID_1081,
DV_ID_1082,0
DV_ID_1083,0
DV_ID_1084,0
DV_ID_1085,0
DV_ID_1086,1
DV_ID_1087,0
DV_ID_1088,
DV_ID_1089,0
DV_ID_1090,0
DV_ID_1091,
DV_ID_1092,0
DV_ID_1093,0
DV_ID_1094,
DV_ID_1095,0
DV_ID_1096,
DV_ID_1097,0
DV_ID_1098,0
DV_ID_1099,
DV_ID_1100,
DV_ID_1101,
DV_ID_1102,
DV_ID_1103,0
DV_ID_1104,0
DV_ID_1105,0
DV_ID_1106,0
DV_ID_1107,
DV_ID_1108,0
DV_ID_1109,0
DV_ID_1110,
DV_ID_1111,0
DV_ID_1112,0
DV_ID_1113,
DV_ID_1114,0
DV_ID_1115,0
DV_ID_1116,0
DV_ID_1117,
DV_ID_1118,0
DV_ID_1119,0
DV_ID_1120,
DV_ID_1121,
DV_ID_1122,0
DV_ID_1123,0
DV_ID_1124,0
DV_ID_1125,
DV_ID_1126,0
DV_ID_1127,0
DV_ID_1128,0
DV_ID_1129,
DV_ID_1130,
DV_ID_1131,0
DV_ID_1132,0
DV_ID_1133,0
DV_ID_1134,
DV_ID_1135,0
DV_ID_1136,0
DV_ID_1137,
DV_ID_1138,0
DV_ID_1139,0
DV_ID_1140,0
DV_ID_1141,0
DV_ID_1142,0
DV_ID_1143,0
DV_ID_1144,0
DV_ID_1145,0
DV_ID_1146,0
DV_ID_1147,0
DV_ID_1148,0
DV_ID_1149,
DV_ID_1150,0
DV_ID_1151,0
DV_ID_1152,
DV_ID_1153,0
DV_ID_1154,0
DV_ID_1155,0
DV_ID_1156,0
DV_ID_1157,0
DV_ID_1158,
DV_ID_1159,0
DV_ID_1160,0
DV_ID_1161,0
DV_ID_1162,0
DV_ID_1163,
DV_ID_1164,0
DV_ID_1165,
DV_ID_1166,
DV_ID_1167,0
DV_ID_1168,
DV_ID_1169,0
DV_ID_1170,0
DV_ID_1171,0
DV_ID_1172,
DV_ID_1173,0
DV_ID_1174,0
DV_ID_1175,0
DV_ID_1176,0
DV_ID_1177,
DV_ID_1178,0
DV_ID_1179,0
DV_ID_1180,0
DV_ID_1181,
DV_ID_1182,0
DV_ID_1183,0
DV_ID_1184,0
DV_ID_1185,
DV_ID_1186,0
DV_ID_1187,
DV_ID_1188,0
DV_ID_1189,0
DV_ID_1190,0
DV_ID_1191,
DV_ID_1192,
DV_ID_1193,0
DV_ID_1194,0
DV_ID_1195,0
DV_ID_1196,0
DV_ID_1197,0
DV_ID_1198,
DV_ID_1199,0
DV_ID_1200,0
DV_ID_1201,0
DV_ID_1202,0
DV_ID_1203,0
DV_ID_1204,
DV_ID_1205,
DV_ID_1206,0
DV_ID_1207,0
DV_ID_1208,
DV_ID_1209,0
DV_ID_1210,
DV_ID_1211,
DV_ID_1212,
DV_ID_1213,0
DV_ID_1214,0
DV_ID_1215,
DV_ID_1216,0
DV_ID_1217,0
DV_ID_1218,0
DV_ID_1219,0
DV_ID_1220,0
DV_ID_1221,0
DV_ID_1222,0
DV_ID_1223,0
DV_ID_1224,0
DV_ID_1225,0
DV_ID_1226,
DV_ID_1227,0
DV_ID_1228,
DV_ID_1229,
DV_ID_1230,0
DV_ID_1231,
DV_ID_1232,0
DV_ID_1233,
DV_ID_1234,0
DV_ID_1235,0
DV_ID_1236,0
DV_ID_1237,0
DV_ID_1238,
DV_ID_1239,0
DV_ID_1240,0
DV_ID_1241,0
DV_ID_1242,
DV_ID_1243,0
DV_ID_1244,0
DV_ID_1245,0
DV_ID_1246,
DV_ID_1247,0
DV_ID_1248,0
DV_ID_1249,0
DV_ID_1250,0
DV_ID_1251,
DV_ID_1252,0
DV_ID_1253,0
DV_ID_1254,0
DV_ID_1255,
DV_ID_1256,0
DV_ID_1257,0
DV_ID_1258,0
DV_ID_1259,
DV_ID_1260,0
DV_ID_1261,0
DV_ID_1262,0
DV_ID_1263,0
DV_ID_1264,0
DV_ID_1265,0
DV_ID_1266,0
DV_ID_1267,0
DV_ID_1268,0
DV_ID_1269,
DV_ID_1270,
DV_ID_1271,0
DV_ID_1272,0
DV_ID_1273,0
DV_ID_1274,0
DV_ID_1275,0
DV_ID_1276,0
DV_ID_1277,0
DV_ID_1278,0
DV_ID_1279,0
DV_ID_1280,0
DV_ID_1281,0
DV_ID_1282,
DV_ID_1283,0
DV_ID_1284,0
DV_ID_1285,0
DV_ID_1286,0
DV_ID_1287,0
DV_ID_1288,0
DV_ID_1289,0
DV_ID_1290,
DV_ID_1291,0
DV_ID_1292,
DV_ID_1293,
DV_ID_1294,0
DV_ID_1295,0
DV_ID_1296,
DV_ID_1297,0
DV_ID_1298,
DV_ID_1299,0
DV_ID_1300,
DV_ID_1301,
DV_ID_1302,0
DV_ID_1303,
DV_ID_1304,
DV_ID_1305,
DV_ID_1306,0
DV_ID_1307,
DV_ID_1308,0
DV_ID_1309,0
DV_ID_1310,0
DV_ID_1311,
DV_ID_1312,0
DV_ID_1313,
DV_ID_1314,0
DV_ID_1315,0
DV_ID_1316,0
DV_ID_1317,0
DV_ID_1318,0
DV_ID_1319,
DV_ID_1320,0
DV_ID_1321,0
DV_ID_1322,
DV_ID_1323,
DV_ID_1324,
DV_ID_1325,
DV_ID_1326,0
DV_ID_1327,0
DV_ID_1328,0
DV_ID_1329,0
DV_ID_1330,0
DV_ID_1331,
DV_ID_1332,0
DV_ID_1333,0
DV_ID_1334,
DV_ID_1335,0
DV_ID_1336,
DV_ID_1337,
DV_ID_1338,0
DV_ID_1339,
DV_ID_1340,0
DV_ID_1341,0
DV_ID_1342,
DV_ID_1343,0
DV_ID_1344,0
DV_ID_1345,0
DV_ID_1346,0
DV_ID_1347,0
DV_ID_1348,0
DV_ID_1349,0
DV_ID_1350,0
DV_ID_1351,0
DV_ID_1352,0
DV_ID_1353,0
DV_ID_1354,
DV_ID_1355,
DV_ID_1356,
DV_ID_1357,0
DV_ID_1358,0
DV_ID_1359,
DV_ID_1360,
DV_ID_1361,0
DV_ID_1362,0
DV_ID_1363,
DV_ID_1364,0
DV_ID_1365,0
DV_ID_1366,
DV_ID_1367,
DV_ID_1368,0
DV_ID_1369,0
DV_ID_1370,
DV_ID_1371,
DV_ID_1372,0
DV_ID_1373,0
DV_ID_1374,0
DV_ID_1375,0
DV_ID_1376,0
DV_ID_1377,0
DV_ID_1378,0
DV_ID_1379,0
DV_ID_1380,0
DV_ID_1381,0
DV_ID_1382,0
DV_ID_1383,0
DV_ID_1384,0
DV_ID_1385,0
DV_ID_1386,0
DV_ID_1387,0
DV_ID_1388,
DV_ID_1389,0
DV_ID_1390,
DV_ID_1391,0
DV_ID_1392,0
DV_ID_1393,
DV_ID_1394,0
DV_ID_1395,
DV_ID_1396,0
DV_ID_1397,0
DV_ID_1398,0
DV_ID_1399,0
